codigo_ibge,date,data,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,anual_prodution
4103701,2009,20090702.0,9.85,21.73,17.51,19.49,26.64,16.38,21.53,13.43,82.06,0.58,93.28,1.79,3.23,0.71,2.51,1.17,1.8,0.55,1.24,2.5,3.95,1.09,2.81,0.77,0.73,0.73,17.87,23.61,34.0,95.45,125.53,12.35,0.34,1.68,2700.0
4103701,2010,20100702.0,10.33,21.39,15.99,18.15,26.49,15.13,21.12,12.21,82.5,0.18,93.32,1.93,3.44,0.79,2.61,1.23,1.84,0.61,1.2,2.68,4.03,1.27,2.7,0.74,0.71,0.72,17.67,22.97,33.99,91.11,119.98,11.81,0.31,1.52,3200.0
4103701,2011,20110702.0,11.16,21.3,16.15,18.63,26.6,15.83,21.18,12.27,78.56,0.19,93.32,1.79,3.28,0.69,2.55,1.2,1.82,0.57,1.23,2.58,4.07,1.13,2.84,0.73,0.7,0.71,18.33,23.99,33.95,96.89,126.37,12.55,0.35,1.61,3240.0
4103701,2012,20120701.5,11.98,23.055,15.85,19.235,28.375,16.505000000000003,22.66,11.96,73.59,0.15000000000000002,93.3,1.81,3.335,0.74,2.59,1.23,1.84,0.64,1.2,2.65,4.02,1.24,2.73,0.62,0.62,0.62,19.11,24.65,34.035,101.02,129.10000000000002,12.9,0.34,1.725,2820.0
4103701,2013,20130702.0,10.51,20.58,16.56,18.45,25.95,15.62,20.57,12.57,80.75,0.19,93.34,1.85,3.4,0.76,2.61,1.21,1.84,0.59,1.19,2.59,4.02,1.18,2.71,0.72,0.69,0.69,18.53,23.76,34.02,98.94,124.61,12.65,0.34,1.73,3446.0
4103701,2014,20140702.0,10.59,22.12,16.78,19.55,27.01,16.75,21.87,12.82,78.88,0.35,93.37,1.85,3.36,0.73,2.59,1.23,1.83,0.62,1.26,2.62,3.99,1.24,2.75,0.71,0.68,0.68,17.64,23.27,34.0,94.42,121.94,12.41,0.34,1.6,2880.0
4103701,2015,20150702.0,9.52,21.78,18.41,20.16,26.62,17.22,21.72,14.1,82.56,1.29,93.35,1.75,3.17,0.7,2.43,1.17,1.72,0.6,1.11,2.48,3.78,1.19,2.56,0.69,0.66,0.66,17.59,23.8,33.96,92.02,124.38,11.83,0.32,1.65,3248.0
4103701,2016,20160701.5,10.325,21.14,17.1,19.125,25.994999999999997,15.665,20.994999999999997,13.06,82.345,0.365,93.39,1.76,3.18,0.73,2.395,1.16,1.75,0.59,1.23,2.54,3.9050000000000002,1.16,2.68,0.82,0.8,0.8,18.645,24.314999999999998,34.025,99.42500000000001,125.625,12.915,0.36,1.8050000000000002,2100.0
4103701,2017,20170702.0,9.89,21.69,17.27,19.29,26.62,16.39,21.67,13.18,82.31,0.18,93.39,1.91,3.43,0.74,2.67,1.21,1.82,0.59,1.21,2.64,3.96,1.23,2.68,0.75,0.72,0.73,17.93,23.76,34.0,94.63,124.54,12.23,0.33,1.67,4050.0
4103800,2004,20040701.5,11.92,23.03,16.54,19.655,28.560000000000002,16.94,22.765,12.33,74.53,0.345,93.37,2.045,3.7,0.85,2.855,1.18,1.8050000000000002,0.585,1.2,2.55,4.03,1.1150000000000002,2.77,0.75,0.72,0.72,18.76,23.58,34.015,96.59,121.045,12.495000000000001,0.34,1.6349999999999998,3240.0
4103800,2005,20050702.0,12.52,23.16,16.42,20.02,29.06,17.51,22.94,12.27,70.25,0.18,93.35,2.16,3.88,0.89,3.02,1.23,1.84,0.62,1.22,2.64,4.06,1.21,2.75,0.67,0.66,0.66,18.12,22.75,34.02,94.23,120.61,12.05,0.31,1.55,2520.0
4103800,2006,20060702.0,12.38,23.36,16.89,19.76,29.06,17.48,23.03,12.7,70.12,0.17,93.3,1.95,3.68,0.77,2.84,1.2,1.86,0.56,1.32,2.53,4.05,1.04,2.94,0.64,0.64,0.65,18.34,23.56,33.97,96.0,122.91,12.64,0.34,1.73,2800.0
4103800,2007,20070702.0,11.77,23.62,17.06,20.37,28.9,17.81,23.42,12.7,74.69,0.06,93.36,2.08,3.76,0.85,2.79,1.2,1.84,0.57,1.28,2.51,4.1,1.12,2.89,0.69,0.67,0.68,18.22,22.69,33.93,94.69,117.77,12.27,0.32,1.6,2433.0
4103800,2008,20080701.5,12.0,22.67,16.41,19.465,28.325,16.674999999999997,22.29,12.27,72.53,0.20500000000000002,93.33,2.01,3.73,0.82,2.92,1.2,1.86,0.55,1.3,2.575,4.08,1.05,2.935,0.66,0.65,0.655,18.735,24.130000000000003,34.010000000000005,98.52,125.815,12.870000000000001,0.35,1.76,3100.0
4103800,2009,20090702.0,10.23,22.89,18.15,20.5,27.83,17.3,22.7,13.73,80.12,0.42,93.28,2.01,3.52,0.8,2.68,1.17,1.8,0.55,1.24,2.5,3.95,1.09,2.81,0.77,0.73,0.73,17.87,23.61,34.0,95.45,125.53,12.35,0.34,1.68,2800.0
4103800,2010,20100702.0,10.7,22.6,16.41,18.79,27.89,16.36,22.28,12.33,80.81,0.17,93.32,2.17,3.73,0.87,2.81,1.23,1.84,0.61,1.2,2.68,4.03,1.27,2.7,0.74,0.71,0.72,17.67,22.97,33.99,91.11,119.98,11.81,0.31,1.52,2900.0
4103800,2011,20110702.0,11.43,22.32,16.66,19.34,27.73,17.08,22.28,12.45,76.75,0.13,93.32,2.01,3.66,0.82,2.83,1.2,1.82,0.57,1.23,2.58,4.07,1.13,2.84,0.73,0.7,0.71,18.33,23.99,33.95,96.89,126.37,12.55,0.35,1.61,3200.0
4103800,2012,20120701.5,12.205,24.38,16.485,20.085,29.814999999999998,17.67,23.845,12.33,70.0,0.11499999999999999,93.3,2.08,3.7,0.84,2.88,1.23,1.84,0.64,1.2,2.65,4.02,1.24,2.73,0.62,0.62,0.62,19.11,24.65,34.035,101.02,129.10000000000002,12.9,0.34,1.725,2500.0
4103800,2013,20130702.0,10.84,21.81,17.19,19.37,27.36,16.83,21.66,12.88,79.19,0.19,93.34,2.15,3.75,0.89,2.84,1.21,1.84,0.59,1.19,2.59,4.02,1.18,2.71,0.72,0.69,0.69,18.53,23.76,34.02,98.94,124.61,12.65,0.34,1.73,3350.0
4103800,2014,20140702.0,10.75,23.2,17.35,20.44,28.25,17.82,23.13,13.0,77.5,0.25,93.37,2.16,3.81,0.88,2.84,1.23,1.83,0.62,1.26,2.62,3.99,1.24,2.75,0.71,0.68,0.68,17.64,23.27,34.0,94.42,121.94,12.41,0.34,1.6,2850.0
4103800,2015,20150702.0,9.73,23.07,19.01,21.04,27.83,18.41,22.93,14.4,80.56,1.11,93.35,2.04,3.59,0.8,2.7,1.17,1.72,0.6,1.11,2.48,3.78,1.19,2.56,0.69,0.66,0.66,17.59,23.8,33.96,92.02,124.38,11.83,0.32,1.65,3250.0
4103800,2016,20160701.5,10.614999999999998,22.355,17.525,19.98,27.685000000000002,16.76,22.134999999999998,13.149999999999999,80.22,0.275,93.39,1.9849999999999999,3.545,0.8,2.65,1.16,1.75,0.59,1.23,2.54,3.9050000000000002,1.16,2.68,0.82,0.8,0.8,18.645,24.314999999999998,34.025,99.42500000000001,125.625,12.915,0.36,1.8050000000000002,2727.0
4103800,2017,20170702.0,10.18,22.94,17.95,20.25,28.14,17.78,22.83,13.55,80.12,0.22,93.39,2.15,3.71,0.88,2.85,1.21,1.82,0.59,1.21,2.64,3.96,1.23,2.68,0.75,0.72,0.73,17.93,23.76,34.0,94.63,124.54,12.23,0.33,1.67,3700.0
4103909,2004,20040701.5,10.059999999999999,21.07,16.425,18.695,25.924999999999997,16.134999999999998,21.095,12.45,79.38,0.425,93.37,0.24,0.47,0.11,0.36,1.18,1.8050000000000002,0.585,1.2,2.55,4.03,1.1150000000000002,2.77,0.75,0.72,0.72,18.76,23.58,34.015,96.59,121.045,12.495000000000001,0.34,1.6349999999999998,2975.0
4103909,2005,20050702.0,10.63,21.73,16.13,18.97,26.82,16.77,21.74,12.27,76.44,0.43,93.35,0.23,0.46,0.11,0.35,1.23,1.84,0.62,1.22,2.64,4.06,1.21,2.75,0.67,0.66,0.66,18.12,22.75,34.02,94.23,120.61,12.05,0.31,1.55,2780.0
4103909,2006,20060702.0,11.59,21.77,15.94,18.63,27.19,16.77,21.92,12.08,70.94,0.3,93.3,0.25,0.48,0.1,0.38,1.2,1.86,0.56,1.32,2.53,4.05,1.04,2.94,0.64,0.64,0.65,18.34,23.56,33.97,96.0,122.91,12.64,0.34,1.73,2691.0
4103909,2007,20070702.0,10.41,22.27,16.28,19.29,27.22,16.94,22.29,12.33,76.38,0.22,93.36,0.24,0.47,0.11,0.35,1.2,1.84,0.57,1.28,2.51,4.1,1.12,2.89,0.69,0.67,0.68,18.22,22.69,33.93,94.69,117.77,12.27,0.32,1.6,2691.0
4103909,2008,20080701.5,10.515,20.92,15.72,18.35,26.405,15.795,20.955,11.9,75.53,0.3,93.33,0.235,0.45,0.1,0.35,1.2,1.86,0.55,1.3,2.575,4.08,1.05,2.935,0.66,0.65,0.655,18.735,24.130000000000003,34.010000000000005,98.52,125.815,12.870000000000001,0.35,1.76,3100.0
4103909,2009,20090702.0,9.37,21.55,17.16,19.4,26.37,16.81,21.63,13.06,81.62,0.72,93.28,0.23,0.46,0.1,0.34,1.17,1.8,0.55,1.24,2.5,3.95,1.09,2.81,0.77,0.73,0.73,17.87,23.61,34.0,95.45,125.53,12.35,0.34,1.68,2458.0
4103909,2010,20100702.0,9.07,20.62,15.75,17.96,25.68,15.85,20.62,11.9,82.81,0.34,93.32,0.23,0.45,0.11,0.34,1.23,1.84,0.61,1.2,2.68,4.03,1.27,2.7,0.74,0.71,0.72,17.67,22.97,33.99,91.11,119.98,11.81,0.31,1.52,3556.0
4103909,2011,20110702.0,9.53,20.62,16.32,18.51,25.7,16.32,20.7,12.33,80.75,0.19,93.32,0.23,0.46,0.1,0.35,1.2,1.82,0.57,1.23,2.58,4.07,1.13,2.84,0.73,0.7,0.71,18.33,23.99,33.95,96.89,126.37,12.55,0.35,1.61,3176.0
4103909,2012,20120701.5,11.41,22.555,15.315,18.995,28.515,17.235,22.64,11.629999999999999,70.53,0.2,93.3,0.24,0.48,0.1,0.36,1.23,1.84,0.64,1.2,2.65,4.02,1.24,2.73,0.62,0.62,0.62,19.11,24.65,34.035,101.02,129.10000000000002,12.9,0.34,1.725,2483.0
4103909,2013,20130702.0,10.05,20.38,16.52,18.62,25.51,16.05,20.44,12.45,80.19,0.34,93.34,0.24,0.47,0.11,0.36,1.21,1.84,0.59,1.19,2.59,4.02,1.18,2.71,0.72,0.69,0.69,18.53,23.76,34.02,98.94,124.61,12.65,0.34,1.73,3337.0
4103909,2014,20140702.0,9.57,21.12,16.93,19.3,26.03,17.02,21.15,12.82,80.19,0.49,93.37,0.24,0.46,0.11,0.35,1.23,1.83,0.62,1.26,2.62,3.99,1.24,2.75,0.71,0.68,0.68,17.64,23.27,34.0,94.42,121.94,12.41,0.34,1.6,3431.0
4103909,2015,20150702.0,9.47,22.28,18.13,20.16,26.78,17.98,22.33,13.85,80.31,1.03,93.35,0.23,0.45,0.1,0.33,1.17,1.72,0.6,1.11,2.48,3.78,1.19,2.56,0.69,0.66,0.66,17.59,23.8,33.96,92.02,124.38,11.83,0.32,1.65,3270.0
4103909,2016,20160701.5,8.625,20.384999999999998,17.07,18.604999999999997,25.085,15.955000000000002,20.479999999999997,12.969999999999999,84.655,0.36,93.39,0.23,0.45,0.1,0.34,1.16,1.75,0.59,1.23,2.54,3.9050000000000002,1.16,2.68,0.82,0.8,0.8,18.645,24.314999999999998,34.025,99.42500000000001,125.625,12.915,0.36,1.8050000000000002,3271.0
4103909,2017,20170702.0,9.17,21.23,17.3,19.25,26.01,16.92,21.28,13.18,83.19,0.53,93.39,0.24,0.45,0.11,0.34,1.21,1.82,0.59,1.21,2.64,3.96,1.23,2.68,0.75,0.72,0.73,17.93,23.76,34.0,94.63,124.54,12.23,0.33,1.67,4100.0
4103958,2004,20040701.5,9.635,18.705,14.95,16.79,23.725,14.29,18.744999999999997,11.72,82.53,0.55,93.37,0.21,0.41,0.09,0.32,1.18,1.8050000000000002,0.585,1.2,2.55,4.03,1.1150000000000002,2.77,0.75,0.72,0.72,18.76,23.58,34.015,96.59,121.045,12.495000000000001,0.34,1.6349999999999998,2600.0
4103958,2005,20050702.0,10.61,19.59,14.74,17.01,24.71,14.39,19.65,11.54,78.31,0.35,93.35,0.2,0.4,0.09,0.3,1.23,1.84,0.62,1.22,2.64,4.06,1.21,2.75,0.67,0.66,0.66,18.12,22.75,34.02,94.23,120.61,12.05,0.31,1.55,2000.0
4103958,2006,20060702.0,11.25,19.65,14.31,16.77,25.35,14.37,19.74,11.29,74.62,0.29,93.3,0.22,0.43,0.09,0.34,1.2,1.86,0.56,1.32,2.53,4.05,1.04,2.94,0.64,0.64,0.65,18.34,23.56,33.97,96.0,122.91,12.64,0.34,1.73,2800.0
4103958,2007,20070702.0,10.02,19.49,14.8,17.37,24.97,14.72,19.55,11.6,79.94,0.43,93.36,0.22,0.43,0.09,0.33,1.2,1.84,0.57,1.28,2.51,4.1,1.12,2.89,0.69,0.67,0.68,18.22,22.69,33.93,94.69,117.77,12.27,0.32,1.6,2426.0
4103958,2008,20080701.5,10.17,18.384999999999998,14.4,16.575,23.72,13.92,18.509999999999998,11.29,79.53,0.39,93.33,0.22,0.42,0.09,0.33,1.2,1.86,0.55,1.3,2.575,4.08,1.05,2.935,0.66,0.65,0.655,18.735,24.130000000000003,34.010000000000005,98.52,125.815,12.870000000000001,0.35,1.76,2650.0
4103958,2009,20090702.0,9.37,19.0,15.63,17.51,24.19,14.62,19.45,12.27,84.38,0.7,93.28,0.2,0.41,0.09,0.33,1.17,1.8,0.55,1.24,2.5,3.95,1.09,2.81,0.77,0.73,0.73,17.87,23.61,34.0,95.45,125.53,12.35,0.34,1.68,2500.0
4103958,2010,20100702.0,8.8,17.77,14.77,16.19,23.16,13.69,17.94,11.66,85.56,0.5,93.32,0.2,0.41,0.09,0.31,1.23,1.84,0.61,1.2,2.68,4.03,1.27,2.7,0.74,0.71,0.72,17.67,22.97,33.99,91.11,119.98,11.81,0.31,1.52,2800.0
4103958,2011,20110702.0,9.41,18.4,14.87,16.57,23.35,14.01,18.45,11.72,83.38,0.38,93.32,0.21,0.41,0.09,0.32,1.2,1.82,0.57,1.23,2.58,4.07,1.13,2.84,0.73,0.7,0.71,18.33,23.99,33.95,96.89,126.37,12.55,0.35,1.61,3150.0
4103958,2012,20120701.5,10.69,20.119999999999997,14.265,17.28,25.67,14.76,20.060000000000002,11.26,76.655,0.37,93.3,0.2,0.39,0.09,0.3,1.23,1.84,0.64,1.2,2.65,4.02,1.24,2.73,0.62,0.62,0.62,19.11,24.65,34.035,101.02,129.10000000000002,12.9,0.34,1.725,2600.0
4103958,2013,20130702.0,9.7,18.16,14.95,16.65,22.96,14.08,18.26,11.72,83.19,0.42,93.34,0.21,0.41,0.09,0.32,1.21,1.84,0.59,1.19,2.59,4.02,1.18,2.71,0.72,0.69,0.69,18.53,23.76,34.02,98.94,124.61,12.65,0.34,1.73,3346.0
4103958,2014,20140702.0,9.56,19.02,15.3,17.27,24.14,14.95,19.06,12.02,81.44,0.56,93.37,0.21,0.42,0.09,0.32,1.23,1.83,0.62,1.26,2.62,3.99,1.24,2.75,0.71,0.68,0.68,17.64,23.27,34.0,94.42,121.94,12.41,0.34,1.6,3150.0
4103958,2015,20150702.0,9.3,20.04,16.18,18.29,24.55,15.86,20.16,12.76,82.38,0.93,93.35,0.2,0.39,0.09,0.3,1.17,1.72,0.6,1.11,2.48,3.78,1.19,2.56,0.69,0.66,0.66,17.59,23.8,33.96,92.02,124.38,11.83,0.32,1.65,3100.0
4103958,2016,20160701.5,8.735,18.310000000000002,15.42,16.715,23.4,14.125,18.355,12.115,85.44,0.655,93.39,0.2,0.405,0.09,0.3,1.16,1.75,0.59,1.23,2.54,3.9050000000000002,1.16,2.68,0.82,0.8,0.8,18.645,24.314999999999998,34.025,99.42500000000001,125.625,12.915,0.36,1.8050000000000002,3250.0
4103958,2017,20170702.0,9.23,19.18,15.49,17.35,24.12,14.82,19.33,12.15,83.94,0.45,93.39,0.2,0.4,0.09,0.3,1.21,1.82,0.59,1.21,2.64,3.96,1.23,2.68,0.75,0.72,0.73,17.93,23.76,34.0,94.63,124.54,12.23,0.33,1.67,3780.0
4104055,2004,20040701.5,10.5,20.619999999999997,16.455,18.314999999999998,25.985,15.475000000000001,20.67,12.48,81.81,0.36,93.37,0.06,0.2,0.02,0.18,1.18,1.8050000000000002,0.585,1.2,2.55,4.03,1.1150000000000002,2.77,0.75,0.72,0.72,18.76,23.58,34.015,96.59,121.045,12.495000000000001,0.34,1.6349999999999998,2500.0
4104055,2005,20050702.0,10.78,21.31,16.29,18.83,26.51,16.26,21.37,12.33,78.19,0.48,93.35,0.07,0.23,0.02,0.22,1.23,1.84,0.62,1.22,2.64,4.06,1.21,2.75,0.67,0.66,0.66,18.12,22.75,34.02,94.23,120.61,12.05,0.31,1.55,2850.0
4104055,2006,20060702.0,12.29,21.73,15.73,18.53,27.51,16.29,21.87,11.9,71.56,0.26,93.3,0.08,0.27,0.02,0.25,1.2,1.86,0.56,1.32,2.53,4.05,1.04,2.94,0.64,0.64,0.65,18.34,23.56,33.97,96.0,122.91,12.64,0.34,1.73,3100.0
4104055,2007,20070702.0,10.81,22.07,16.38,19.11,27.19,16.55,22.14,12.39,77.94,0.29,93.36,0.07,0.24,0.02,0.22,1.2,1.84,0.57,1.28,2.51,4.1,1.12,2.89,0.69,0.67,0.68,18.22,22.69,33.93,94.69,117.77,12.27,0.32,1.6,3200.0
4104055,2008,20080701.5,11.155000000000001,20.384999999999998,15.745000000000001,18.08,26.085,15.7,20.450000000000003,11.96,77.41,0.315,93.33,0.07,0.23,0.02,0.22,1.2,1.86,0.55,1.3,2.575,4.08,1.05,2.935,0.66,0.65,0.655,18.735,24.130000000000003,34.010000000000005,98.52,125.815,12.870000000000001,0.35,1.76,3480.0
4104055,2009,20090702.0,9.83,21.16,17.0,19.44,26.37,16.34,21.39,12.94,82.25,0.7,93.28,0.07,0.26,0.02,0.24,1.17,1.8,0.55,1.24,2.5,3.95,1.09,2.81,0.77,0.73,0.73,17.87,23.61,34.0,95.45,125.53,12.35,0.34,1.68,2257.0
4104055,2010,20100702.0,9.42,19.68,15.87,17.78,25.42,15.01,19.84,12.02,84.56,0.37,93.32,0.05,0.17,0.02,0.15,1.23,1.84,0.61,1.2,2.68,4.03,1.27,2.7,0.74,0.71,0.72,17.67,22.97,33.99,91.11,119.98,11.81,0.31,1.52,3149.0
4104055,2011,20110702.0,9.62,20.34,16.55,18.44,25.49,15.84,20.41,12.57,82.0,0.31,93.32,0.07,0.24,0.02,0.22,1.2,1.82,0.57,1.23,2.58,4.07,1.13,2.84,0.73,0.7,0.71,18.33,23.99,33.95,96.89,126.37,12.55,0.35,1.61,3590.0
4104055,2012,20120701.5,11.695,22.07,15.045,18.810000000000002,28.520000000000003,16.975,22.15,11.41,71.28,0.18,93.3,0.07,0.23,0.02,0.2,1.23,1.84,0.64,1.2,2.65,4.02,1.24,2.73,0.62,0.62,0.62,19.11,24.65,34.035,101.02,129.10000000000002,12.9,0.34,1.725,2724.0
4104055,2013,20130702.0,10.54,20.06,16.0,18.19,25.83,15.62,20.2,12.15,80.31,0.32,93.34,0.06,0.2,0.02,0.19,1.21,1.84,0.59,1.19,2.59,4.02,1.18,2.71,0.72,0.69,0.69,18.53,23.76,34.02,98.94,124.61,12.65,0.34,1.73,3896.0
4104055,2014,20140702.0,9.63,20.81,17.1,18.95,25.8,16.44,20.8,13.0,82.31,0.43,93.37,0.06,0.19,0.02,0.17,1.23,1.83,0.62,1.26,2.62,3.99,1.24,2.75,0.71,0.68,0.68,17.64,23.27,34.0,94.42,121.94,12.41,0.34,1.6,3561.0
4104055,2015,20150702.0,9.68,21.99,17.38,20.11,26.74,17.57,22.1,13.24,80.94,0.97,93.35,0.06,0.2,0.02,0.19,1.17,1.72,0.6,1.11,2.48,3.78,1.19,2.56,0.69,0.66,0.66,17.59,23.8,33.96,92.02,124.38,11.83,0.32,1.65,3707.0
4104055,2016,20160701.5,8.89,20.23,16.909999999999997,18.51,25.060000000000002,15.64,20.345,12.850000000000001,86.06,0.33999999999999997,93.39,0.06,0.23,0.02,0.21,1.16,1.75,0.59,1.23,2.54,3.9050000000000002,1.16,2.68,0.82,0.8,0.8,18.645,24.314999999999998,34.025,99.42500000000001,125.625,12.915,0.36,1.8050000000000002,3543.0
4104055,2017,20170702.0,9.47,20.96,17.26,19.09,26.1,16.48,21.13,13.12,84.31,0.5,93.39,0.06,0.21,0.02,0.19,1.21,1.82,0.59,1.21,2.64,3.96,1.23,2.68,0.75,0.72,0.73,17.93,23.76,34.0,94.63,124.54,12.23,0.33,1.67,3500.0
4104105,2004,20040701.5,8.95,17.380000000000003,14.83,16.08,22.39,13.65,17.37,11.440000000000001,85.5,1.4849999999999999,93.37,0.19,0.32,0.09,0.23,1.18,1.8050000000000002,0.585,1.2,2.55,4.03,1.1150000000000002,2.77,0.75,0.72,0.72,18.76,23.58,34.015,96.59,121.045,12.495000000000001,0.34,1.6349999999999998,2700.0
4104105,2005,20050702.0,9.12,17.62,14.87,16.3,22.98,13.57,17.58,11.6,85.0,1.09,93.35,0.19,0.32,0.09,0.23,1.23,1.84,0.62,1.22,2.64,4.06,1.21,2.75,0.67,0.66,0.66,18.12,22.75,34.02,94.23,120.61,12.05,0.31,1.55,2400.0
4104105,2006,20060702.0,9.8,17.95,14.16,16.1,23.78,13.44,17.92,11.05,82.94,0.79,93.3,0.19,0.32,0.09,0.23,1.2,1.86,0.56,1.32,2.53,4.05,1.04,2.94,0.64,0.64,0.65,18.34,23.56,33.97,96.0,122.91,12.64,0.34,1.73,3000.0
4104105,2007,20070702.0,9.6,18.48,15.04,16.78,23.88,13.99,18.41,11.66,83.94,1.33,93.36,0.2,0.32,0.09,0.23,1.2,1.84,0.57,1.28,2.51,4.1,1.12,2.89,0.69,0.67,0.68,18.22,22.69,33.93,94.69,117.77,12.27,0.32,1.6,3100.0
4104105,2008,20080701.5,8.91,17.055,14.325,15.774999999999999,22.07,13.265,17.130000000000003,11.14,85.91,2.115,93.33,0.2,0.34,0.09,0.24,1.2,1.86,0.55,1.3,2.575,4.08,1.05,2.935,0.66,0.65,0.655,18.735,24.130000000000003,34.010000000000005,98.52,125.815,12.870000000000001,0.35,1.76,3100.0
4104105,2009,20090702.0,8.85,17.96,15.3,16.49,23.43,13.86,17.85,11.84,86.06,2.02,93.28,0.19,0.3,0.09,0.21,1.17,1.8,0.55,1.24,2.5,3.95,1.09,2.81,0.77,0.73,0.73,17.87,23.61,34.0,95.45,125.53,12.35,0.34,1.68,2650.0
4104105,2010,20100702.0,8.45,17.4,14.79,16.01,22.65,13.29,17.4,11.47,87.25,1.1,93.32,0.19,0.32,0.09,0.23,1.23,1.84,0.61,1.2,2.68,4.03,1.27,2.7,0.74,0.71,0.72,17.67,22.97,33.99,91.11,119.98,11.81,0.31,1.52,2900.0
4104105,2011,20110702.0,8.23,17.22,14.8,16.12,21.96,13.4,17.23,11.54,87.69,1.4,93.32,0.19,0.32,0.09,0.23,1.2,1.82,0.57,1.23,2.58,4.07,1.13,2.84,0.73,0.7,0.71,18.33,23.99,33.95,96.89,126.37,12.55,0.35,1.61,3020.0
4104105,2012,20120701.5,9.385,18.125,14.68,16.395,23.314999999999998,13.864999999999998,18.064999999999998,11.35,83.56,0.665,93.3,0.18,0.31,0.09,0.22,1.23,1.84,0.64,1.2,2.65,4.02,1.24,2.73,0.62,0.62,0.62,19.11,24.65,34.035,101.02,129.10000000000002,12.9,0.34,1.725,3200.0
4104105,2013,20130702.0,9.36,17.31,14.31,15.79,22.55,13.25,17.33,11.23,84.5,1.3,93.34,0.2,0.34,0.09,0.24,1.21,1.84,0.59,1.19,2.59,4.02,1.18,2.71,0.72,0.69,0.69,18.53,23.76,34.02,98.94,124.61,12.65,0.34,1.73,3207.0
4104105,2014,20140702.0,9.34,18.69,14.77,16.54,24.15,14.37,18.62,11.41,82.62,0.98,93.37,0.19,0.32,0.09,0.23,1.23,1.83,0.62,1.26,2.62,3.99,1.24,2.75,0.71,0.68,0.68,17.64,23.27,34.0,94.42,121.94,12.41,0.34,1.6,3000.0
4104105,2015,20150702.0,8.41,18.03,15.71,16.93,23.18,14.47,18.0,12.15,87.94,3.24,93.35,0.18,0.31,0.08,0.23,1.17,1.72,0.6,1.11,2.48,3.78,1.19,2.56,0.69,0.66,0.66,17.59,23.8,33.96,92.02,124.38,11.83,0.32,1.65,3296.0
4104105,2016,20160701.5,8.925,17.884999999999998,15.075,16.465,22.875,13.495000000000001,17.875,11.75,87.06,1.725,93.39,0.19,0.32,0.09,0.23,1.16,1.75,0.59,1.23,2.54,3.9050000000000002,1.16,2.68,0.82,0.8,0.8,18.645,24.314999999999998,34.025,99.42500000000001,125.625,12.915,0.36,1.8050000000000002,3400.0
4104105,2017,20170702.0,8.78,18.05,15.1,16.6,23.22,14.05,18.06,11.72,86.81,1.75,93.39,0.19,0.32,0.09,0.23,1.21,1.82,0.59,1.21,2.64,3.96,1.23,2.68,0.75,0.72,0.73,17.93,23.76,34.0,94.63,124.54,12.23,0.33,1.67,3400.0
4104204,2004,20040701.5,9.76,18.310000000000002,14.705,16.11,23.255000000000003,13.620000000000001,17.645,11.47,84.22,1.4249999999999998,91.42,0.86,1.45,0.43,1.03,1.87,2.82,1.13,1.7,3.14,4.38,1.86,2.59,0.75,0.72,0.72,18.76,23.58,34.015,96.59,121.045,12.495000000000001,0.34,1.6349999999999998,2480.0
4104204,2005,20050702.0,9.83,18.31,14.6,16.28,23.89,13.43,17.87,11.41,83.62,1.14,91.43,0.89,1.49,0.43,1.04,1.92,2.91,1.13,1.77,3.23,4.37,1.98,2.56,0.67,0.66,0.66,18.12,22.75,34.02,94.23,120.61,12.05,0.31,1.55,2500.0
4104204,2006,20060702.0,10.62,18.58,14.09,16.15,24.58,13.13,18.36,11.05,80.94,0.76,91.34,0.89,1.47,0.44,1.04,1.91,2.84,1.16,1.77,3.07,4.47,1.89,2.74,0.64,0.64,0.65,18.34,23.56,33.97,96.0,122.91,12.64,0.34,1.73,3020.0
4104204,2007,20070702.0,10.7,19.61,14.84,16.96,25.26,14.14,19.01,11.66,81.06,1.15,91.37,0.91,1.52,0.43,1.05,1.92,2.93,1.12,1.8,3.18,4.51,1.89,2.74,0.69,0.67,0.68,18.22,22.69,33.93,94.69,117.77,12.27,0.32,1.6,3345.0
4104204,2008,20080701.5,10.035,17.82,14.15,15.795,23.345,13.14,17.6,11.14,82.875,1.7349999999999999,91.375,0.95,1.56,0.44,1.1150000000000002,2.0149999999999997,3.045,1.12,1.89,3.285,4.63,1.91,2.685,0.66,0.65,0.655,18.735,24.130000000000003,34.010000000000005,98.52,125.815,12.870000000000001,0.35,1.76,3100.0
4104204,2009,20090702.0,9.58,18.79,15.23,16.76,24.25,13.81,18.17,11.96,84.44,2.2,91.32,0.88,1.47,0.42,1.01,1.85,2.79,1.09,1.68,3.07,4.33,1.8,2.65,0.77,0.73,0.73,17.87,23.61,34.0,95.45,125.53,12.35,0.34,1.68,3149.0
