codigo_ibge,date,data,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,anual_prodution
4122404,2006,20060702.0,12.28,22.05,16.24,18.91,27.77,15.98,21.58,12.39,72.81,0.18,92.38,1.77,3.28,0.7,2.57,1.1,1.69,0.5,1.18,2.41,3.89,1.02,2.72,0.64,0.65,0.66,17.87,23.74,33.97,93.36,123.9,12.33,0.34,1.74,2460.0
4122404,2007,20070702.0,11.28,22.3,16.51,19.36,27.65,16.52,21.95,12.57,76.94,0.1,92.43,1.87,3.32,0.74,2.59,1.13,1.73,0.58,1.13,2.51,3.95,1.25,2.69,0.7,0.7,0.7,17.92,23.33,33.93,92.9,119.41,12.21,0.34,1.7,3060.0
4122404,2008,20080701.5,11.555,21.255,15.975000000000001,18.58,26.9,15.69,21.03,12.115,75.53,0.225,92.42,1.82,3.35,0.74,2.615,1.12,1.73,0.55,1.13,2.455,3.98,1.105,2.755,0.7,0.69,0.69,18.17,23.93,34.010000000000005,96.72999999999999,126.675,12.774999999999999,0.345,1.775,3180.0
4122404,2009,20090702.0,9.85,21.73,17.51,19.49,26.64,16.38,21.53,13.43,82.06,0.58,92.36,1.79,3.23,0.71,2.51,1.08,1.65,0.52,1.14,2.41,3.79,1.07,2.67,0.8,0.78,0.77,17.59,23.41,34.01,92.68,124.82,12.25,0.34,1.67,2760.0
4122404,2010,20100702.0,10.33,21.39,15.99,18.15,26.49,15.13,21.12,12.21,82.5,0.18,92.4,1.93,3.44,0.79,2.61,1.14,1.73,0.59,1.08,2.58,3.98,1.27,2.56,0.8,0.76,0.76,17.28,22.88,33.99,91.52,119.86,12.1,0.32,1.65,3200.0
4122404,2011,20110702.0,11.16,21.3,16.15,18.63,26.6,15.83,21.18,12.27,78.56,0.19,92.42,1.79,3.28,0.69,2.55,1.12,1.66,0.58,1.09,2.51,3.86,1.17,2.64,0.73,0.72,0.72,17.59,23.74,33.95,95.09,124.91,12.63,0.35,1.73,3480.0
4122404,2012,20120701.5,11.98,23.055,15.85,19.235,28.375,16.505000000000003,22.66,11.96,73.59,0.15000000000000002,92.405,1.81,3.335,0.74,2.59,1.1,1.6549999999999998,0.575,1.11,2.52,3.95,1.23,2.68,0.66,0.66,0.66,18.845,24.064999999999998,34.035,99.30000000000001,126.5,12.915,0.34,1.725,3071.0
4122404,2013,20130702.0,10.51,20.58,16.56,18.45,25.95,15.62,20.57,12.57,80.75,0.19,92.42,1.85,3.4,0.76,2.61,1.14,1.75,0.58,1.16,2.55,3.98,1.21,2.69,0.8,0.77,0.77,18.17,23.64,34.02,95.43,123.88,12.48,0.34,1.67,3261.0
4122404,2014,20140702.0,10.59,22.12,16.78,19.55,27.01,16.75,21.87,12.82,78.88,0.35,92.46,1.85,3.36,0.73,2.59,1.13,1.7,0.59,1.12,2.55,3.99,1.19,2.7,0.74,0.72,0.71,18.0,23.58,34.0,94.84,122.06,12.55,0.34,1.66,2480.0
4122404,2015,20150702.0,9.52,21.78,18.41,20.16,26.62,17.22,21.72,14.1,82.56,1.29,92.45,1.75,3.17,0.7,2.43,1.07,1.65,0.56,1.11,2.45,3.83,1.16,2.7,0.79,0.76,0.76,17.44,23.58,33.96,91.51,123.56,11.64,0.32,1.61,3240.0
4122404,2016,20160701.5,10.325,21.14,17.1,19.125,25.994999999999997,15.665,20.994999999999997,13.06,82.345,0.365,92.48,1.76,3.18,0.73,2.395,1.09,1.745,0.55,1.19,2.41,3.9450000000000003,1.17,2.685,0.825,0.8,0.8,18.245,24.270000000000003,34.025,97.355,126.175,12.765,0.355,1.77,2850.0
4122404,2017,20170702.0,9.89,21.69,17.27,19.29,26.62,16.39,21.67,13.18,82.31,0.18,92.48,1.91,3.43,0.74,2.67,1.14,1.68,0.61,1.08,2.6,3.88,1.36,2.55,0.77,0.74,0.73,18.19,23.99,34.0,95.16,124.3,12.6,0.34,1.69,3850.0
4122503,2004,20040701.5,10.059999999999999,21.07,16.425,18.695,25.924999999999997,16.134999999999998,21.095,12.45,79.38,0.425,92.47,0.24,0.47,0.11,0.36,1.11,1.7,0.58,1.12,2.47,3.92,1.18,2.68,0.76,0.73,0.77,18.93,23.13,33.739999999999995,97.475,119.36,12.455,0.33,1.7,3072.0
4122503,2005,20050702.0,10.63,21.73,16.13,18.97,26.82,16.77,21.74,12.27,76.44,0.43,92.44,0.23,0.46,0.11,0.35,1.13,1.72,0.59,1.12,2.62,4.0,1.25,2.7,0.71,0.69,0.73,17.84,22.81,33.73,92.28,120.35,12.11,0.31,1.53,2800.0
4122503,2006,20060702.0,11.59,21.77,15.94,18.63,27.19,16.77,21.92,12.08,70.94,0.3,92.38,0.25,0.48,0.1,0.38,1.1,1.69,0.5,1.18,2.41,3.89,1.02,2.72,0.66,0.66,0.69,18.11,23.63,33.71,93.52,122.53,12.34,0.34,1.7,2785.0
4122503,2007,20070702.0,10.41,22.27,16.28,19.29,27.22,16.94,22.29,12.33,76.38,0.22,92.43,0.24,0.47,0.11,0.35,1.13,1.73,0.58,1.13,2.51,3.95,1.25,2.69,0.7,0.68,0.71,17.66,22.86,33.66,93.3,116.69,11.95,0.32,1.64,3186.0
4122503,2008,20080701.5,10.515,20.92,15.72,18.35,26.405,15.795,20.955,11.9,75.53,0.3,92.42,0.235,0.45,0.1,0.35,1.12,1.73,0.55,1.13,2.455,3.98,1.105,2.755,0.705,0.69,0.71,18.665,23.98,33.739999999999995,97.47999999999999,124.27,12.705,0.34,1.7,3228.0
4122503,2009,20090702.0,9.37,21.55,17.16,19.4,26.37,16.81,21.63,13.06,81.62,0.72,92.36,0.23,0.46,0.1,0.34,1.08,1.65,0.52,1.14,2.41,3.79,1.07,2.67,0.77,0.75,0.77,17.71,23.39,33.72,92.98,123.07,12.2,0.33,1.66,2956.0
4122503,2010,20100702.0,9.07,20.62,15.75,17.96,25.68,15.85,20.62,11.9,82.81,0.34,92.4,0.23,0.45,0.11,0.34,1.14,1.73,0.59,1.08,2.58,3.98,1.27,2.56,0.77,0.75,0.79,17.38,22.87,33.72,93.22,118.85,11.91,0.31,1.55,3261.0
4122503,2011,20110702.0,9.53,20.62,16.32,18.51,25.7,16.32,20.7,12.33,80.75,0.19,92.42,0.23,0.46,0.1,0.35,1.12,1.66,0.58,1.09,2.51,3.86,1.17,2.64,0.73,0.72,0.76,17.45,23.95,33.69,94.02,123.76,12.37,0.34,1.68,3536.0
4122503,2012,20120701.5,11.41,22.555,15.315,18.995,28.515,17.235,22.64,11.629999999999999,70.53,0.2,92.405,0.24,0.48,0.1,0.36,1.1,1.6549999999999998,0.575,1.11,2.52,3.95,1.23,2.68,0.65,0.65,0.67,18.48,24.225,33.76,97.13,126.21000000000001,12.64,0.33,1.6549999999999998,2652.0
4122503,2013,20130702.0,10.05,20.38,16.52,18.62,25.51,16.05,20.44,12.45,80.19,0.34,92.42,0.24,0.47,0.11,0.36,1.14,1.75,0.58,1.16,2.55,3.98,1.21,2.69,0.74,0.72,0.75,17.98,23.71,33.73,93.77,123.34,12.18,0.32,1.55,3386.0
4122503,2014,20140702.0,9.57,21.12,16.93,19.3,26.03,17.02,21.15,12.82,80.19,0.49,92.46,0.24,0.46,0.11,0.35,1.13,1.7,0.59,1.12,2.55,3.99,1.19,2.7,0.74,0.71,0.74,17.61,23.36,33.73,92.87,120.45,12.03,0.33,1.66,2975.0
4122503,2015,20150702.0,9.47,22.28,18.13,20.16,26.78,17.98,22.33,13.85,80.31,1.03,92.45,0.23,0.45,0.1,0.33,1.07,1.65,0.56,1.11,2.45,3.83,1.16,2.7,0.71,0.69,0.72,16.98,23.8,33.69,89.48,122.7,11.49,0.3,1.59,3500.0
4122503,2016,20160701.5,8.625,20.384999999999998,17.07,18.604999999999997,25.085,15.955000000000002,20.479999999999997,12.969999999999999,84.655,0.36,92.48,0.23,0.45,0.1,0.34,1.09,1.745,0.55,1.19,2.41,3.9450000000000003,1.17,2.685,0.8,0.79,0.83,17.98,24.29,33.75,95.525,125.04499999999999,12.405000000000001,0.35,1.75,3088.0
4122503,2017,20170702.0,9.17,21.23,17.3,19.25,26.01,16.92,21.28,13.18,83.19,0.53,92.48,0.24,0.45,0.11,0.34,1.14,1.68,0.61,1.08,2.6,3.88,1.36,2.55,0.75,0.73,0.76,17.55,23.81,33.72,90.71,123.46,11.88,0.32,1.57,3200.0
4122602,2004,20040701.5,12.315000000000001,23.875,16.98,20.085,29.64,17.435000000000002,23.439999999999998,12.54,74.25,0.45,92.47,1.745,3.075,0.8,2.295,1.11,1.7,0.58,1.12,2.47,3.92,1.18,2.68,0.66,0.62,0.62,18.705,23.16,34.015,97.38499999999999,119.815,12.7,0.34,1.71,1700.0
4122602,2005,20050702.0,13.01,24.14,16.74,20.58,30.19,18.12,23.67,12.45,70.81,0.22,92.44,1.86,3.3,0.83,2.41,1.13,1.72,0.59,1.12,2.62,4.0,1.25,2.7,0.63,0.59,0.59,18.16,22.95,34.02,95.77,121.53,12.23,0.32,1.62,2000.0
4122602,2006,20060702.0,12.94,24.15,17.23,20.34,30.01,18.06,23.82,12.82,68.56,0.19,92.38,1.64,3.05,0.71,2.36,1.1,1.69,0.5,1.18,2.41,3.89,1.02,2.72,0.59,0.58,0.58,18.25,23.69,33.97,95.88,123.65,12.47,0.34,1.7,2100.0
4122602,2007,20070702.0,12.55,24.73,16.89,20.84,30.44,18.3,24.28,12.51,72.75,0.1,92.43,1.77,3.14,0.78,2.4,1.13,1.73,0.58,1.13,2.51,3.95,1.25,2.69,0.63,0.6,0.6,17.8,22.92,33.93,93.72,117.94,12.23,0.33,1.67,2500.0
4122602,2008,20080701.5,12.915,23.825,16.42,20.005000000000003,29.85,17.395000000000003,23.19,12.15,70.785,0.22,92.42,1.775,3.12,0.785,2.365,1.12,1.73,0.55,1.13,2.455,3.98,1.105,2.755,0.62,0.59,0.59,18.83,24.1,34.010000000000005,98.285,125.93,12.855,0.34,1.725,2500.0
4122602,2009,20090702.0,11.14,24.15,18.18,21.19,29.3,18.13,23.8,13.61,77.12,0.53,92.36,1.69,2.92,0.78,2.16,1.08,1.65,0.52,1.14,2.41,3.79,1.07,2.67,0.71,0.64,0.64,17.61,23.38,34.01,95.17,123.52,12.32,0.34,1.7,1502.0
4122602,2010,20100702.0,11.57,23.59,16.67,19.3,28.99,16.89,23.11,12.39,77.44,0.25,92.4,1.86,3.24,0.81,2.34,1.14,1.73,0.59,1.08,2.58,3.98,1.27,2.56,0.69,0.64,0.64,17.71,22.88,33.99,94.88,120.09,12.09,0.32,1.58,2700.0
4122602,2011,20110702.0,11.73,23.44,17.12,20.07,28.97,17.75,23.13,12.7,76.12,0.12,92.42,1.78,3.19,0.78,2.34,1.12,1.66,0.58,1.09,2.51,3.86,1.17,2.64,0.7,0.65,0.65,18.17,23.98,33.95,98.36,123.95,12.68,0.35,1.65,3200.0
4122602,2012,20120701.5,12.995000000000001,25.105,16.55,20.61,31.23,18.33,24.53,12.27,67.5,0.11,92.405,1.8,3.19,0.8,2.4450000000000003,1.1,1.6549999999999998,0.575,1.11,2.52,3.95,1.23,2.68,0.59,0.58,0.58,18.950000000000003,24.105,34.035,100.165,126.86,12.870000000000001,0.34,1.7,1500.0
4122602,2013,20130702.0,11.76,23.07,17.5,20.0,28.66,17.33,22.58,13.0,76.19,0.24,92.42,1.84,3.22,0.84,2.35,1.14,1.75,0.58,1.16,2.55,3.98,1.21,2.69,0.69,0.64,0.64,18.51,23.77,34.02,97.6,124.52,12.59,0.34,1.67,3100.0
4122602,2014,20140702.0,11.59,24.05,17.87,21.12,29.48,18.62,23.88,13.37,76.19,0.32,92.46,1.85,3.25,0.83,2.4,1.13,1.7,0.59,1.12,2.55,3.99,1.19,2.7,0.68,0.62,0.62,18.3,23.42,34.0,96.19,121.37,12.27,0.33,1.66,1755.0
4122602,2015,20150702.0,10.66,24.32,19.47,21.72,29.42,18.91,23.94,14.65,78.5,0.9,92.45,1.73,3.02,0.75,2.2,1.07,1.65,0.56,1.11,2.45,3.83,1.16,2.7,0.71,0.65,0.65,16.96,23.75,33.96,91.48,123.31,11.73,0.32,1.62,3000.0
4122602,2016,20160701.5,11.635000000000002,23.43,17.880000000000003,20.42,28.79,17.33,22.895,13.31,77.62,0.16999999999999998,92.48,1.77,3.06,0.8,2.19,1.09,1.745,0.55,1.19,2.41,3.9450000000000003,1.17,2.685,0.73,0.68,0.68,18.564999999999998,24.34,34.025,100.80000000000001,126.005,12.915,0.355,1.77,3000.0
4122602,2017,20170702.0,11.28,24.0,18.16,20.7,29.48,18.33,23.74,13.67,77.5,0.27,92.48,1.87,3.2,0.85,2.34,1.14,1.68,0.61,1.08,2.6,3.88,1.36,2.55,0.69,0.63,0.63,18.21,23.83,34.0,95.1,124.24,12.34,0.33,1.65,3000.0
4122651,2004,20040701.5,10.16,20.25,16.15,18.259999999999998,25.520000000000003,15.46,20.365000000000002,12.33,80.375,0.585,92.47,0.12,0.38,0.05,0.32,1.11,1.7,0.58,1.12,2.47,3.92,1.18,2.68,0.64,0.59,0.62,18.365000000000002,23.28,33.739999999999995,94.91499999999999,119.76,12.515,0.33,1.685,2500.0
4122651,2005,20050702.0,11.03,21.1,15.5,18.45,26.41,15.98,21.05,11.84,76.19,0.35,92.44,0.12,0.33,0.05,0.27,1.13,1.72,0.59,1.12,2.62,4.0,1.25,2.7,0.54,0.51,0.52,17.62,23.18,33.73,91.38,119.84,11.74,0.31,1.6,1600.0
4122651,2006,20060702.0,11.55,21.0,15.41,18.15,27.08,15.84,21.19,11.78,72.38,0.26,92.38,0.13,0.42,0.05,0.38,1.1,1.69,0.5,1.18,2.41,3.89,1.02,2.72,0.48,0.47,0.49,17.95,23.64,33.7,92.84,122.74,12.11,0.33,1.66,2000.0
4122651,2007,20070702.0,10.58,21.32,15.85,18.87,26.69,16.15,21.32,12.08,78.38,0.23,92.43,0.13,0.44,0.05,0.4,1.13,1.73,0.58,1.13,2.51,3.95,1.25,2.69,0.55,0.52,0.54,17.5,23.22,33.66,90.6,118.1,12.04,0.34,1.72,2400.0
4122651,2008,20080701.5,10.49,20.295,15.47,17.945,25.46,15.47,20.240000000000002,11.78,77.97,0.325,92.42,0.12,0.335,0.05,0.29,1.12,1.73,0.55,1.13,2.455,3.98,1.105,2.755,0.57,0.52,0.55,18.015,23.845,33.739999999999995,95.535,125.595,12.57,0.34,1.72,2800.0
4122651,2009,20090702.0,9.56,20.6,16.96,18.92,25.69,15.98,20.77,13.0,83.19,0.78,92.36,0.12,0.36,0.04,0.32,1.08,1.65,0.52,1.14,2.41,3.79,1.07,2.67,0.67,0.58,0.59,17.06,23.39,33.72,90.63,123.7,11.97,0.33,1.66,2600.0
4122651,2010,20100702.0,9.05,19.23,16.01,17.51,24.76,14.72,19.44,12.21,85.06,0.32,92.4,0.11,0.32,0.05,0.28,1.14,1.73,0.59,1.08,2.58,3.98,1.27,2.56,0.73,0.7,0.76,16.84,22.68,33.72,88.59,118.59,11.64,0.31,1.59,2600.0
4122651,2011,20110702.0,9.59,19.89,16.21,17.94,24.83,15.39,19.91,12.45,82.62,0.24,92.42,0.11,0.33,0.05,0.27,1.12,1.66,0.58,1.09,2.51,3.86,1.17,2.64,0.62,0.59,0.62,17.26,23.72,33.69,94.3,124.32,12.34,0.34,1.68,3200.0
4122651,2012,20120701.5,10.86,21.58,15.24,18.5,27.200000000000003,15.995000000000001,21.63,11.6,75.59,0.275,92.405,0.11,0.28,0.05,0.24,1.1,1.6549999999999998,0.575,1.11,2.52,3.95,1.23,2.68,0.51,0.48,0.49,18.5,24.0,33.76,96.25999999999999,125.555,12.51,0.335,1.67,2800.0
4122651,2013,20130702.0,9.67,19.26,16.26,17.95,24.37,15.33,19.45,12.39,83.06,0.38,92.42,0.12,0.36,0.05,0.34,1.14,1.75,0.58,1.16,2.55,3.98,1.21,2.69,0.68,0.63,0.66,17.71,23.56,33.73,92.62,122.74,12.17,0.32,1.61,2500.0
4122651,2014,20140702.0,9.81,20.41,16.24,18.65,25.66,16.12,20.56,12.39,81.0,0.51,92.46,0.12,0.37,0.05,0.32,1.13,1.7,0.59,1.12,2.55,3.99,1.19,2.7,0.61,0.55,0.57,17.52,23.5,33.73,92.66,121.08,12.28,0.33,1.61,2900.0
4122651,2015,20150702.0,9.37,21.42,17.75,19.61,25.68,17.03,21.48,13.61,83.25,1.11,92.45,0.12,0.34,0.05,0.29,1.07,1.65,0.56,1.11,2.45,3.83,1.16,2.7,0.62,0.57,0.59,16.81,23.52,33.69,88.09,122.6,11.4,0.3,1.58,2900.0
4122651,2016,20160701.5,9.254999999999999,20.049999999999997,16.77,18.405,24.740000000000002,15.315000000000001,20.115000000000002,12.82,85.31,0.745,92.48,0.12,0.41,0.05,0.37,1.09,1.745,0.55,1.19,2.41,3.9450000000000003,1.17,2.685,0.7,0.66,0.7,17.46,24.200000000000003,33.75,92.58,125.125,12.45,0.34,1.705,2000.0
4122651,2017,20170702.0,9.66,20.86,16.67,18.8,25.73,16.16,20.98,12.76,82.44,0.48,92.48,0.12,0.34,0.05,0.3,1.14,1.68,0.61,1.08,2.6,3.88,1.36,2.55,0.6,0.55,0.57,17.57,23.87,33.72,90.41,123.0,12.02,0.32,1.6,2000.0
4122800,2004,20040701.5,11.41,19.44,15.7,17.509999999999998,25.68,14.195,19.53,11.9,82.19,0.575,92.47,0.09,0.365,0.01,0.35,1.11,1.7,0.58,1.12,2.47,3.92,1.18,2.68,0.8,0.8,0.85,17.855,23.255,33.155,93.185,119.47,11.9,0.315,1.55,1800.0
4122800,2005,20050702.0,11.8,20.16,15.89,18.16,26.08,15.13,20.32,12.08,79.62,0.23,92.44,0.09,0.38,0.01,0.37,1.13,1.72,0.59,1.12,2.62,4.0,1.25,2.7,0.77,0.76,0.81,17.18,22.72,33.13,88.27,116.73,11.24,0.28,1.37,1200.0
4122800,2006,20060702.0,12.72,20.22,15.55,17.65,26.88,14.62,20.26,11.78,75.81,0.16,92.38,0.09,0.4,0.01,0.39,1.1,1.69,0.5,1.18,2.41,3.89,1.02,2.72,0.7,0.69,0.72,17.69,23.3,33.14,92.02,121.77,11.98,0.32,1.59,2000.0
4122800,2007,20070702.0,11.64,20.8,16.26,18.55,26.76,15.15,21.0,12.33,79.06,0.25,92.43,0.09,0.34,0.01,0.33,1.13,1.73,0.58,1.13,2.51,3.95,1.25,2.69,0.75,0.73,0.77,16.64,21.95,33.09,85.73,113.12,11.12,0.28,1.41,2900.0
4122800,2008,20080701.5,12.225000000000001,19.125,15.155000000000001,17.36,25.76,14.315000000000001,19.53,11.47,78.47,0.29,92.42,0.08,0.34,0.01,0.32,1.12,1.73,0.55,1.13,2.455,3.98,1.105,2.755,0.73,0.73,0.77,17.12,23.84,33.155,90.44999999999999,123.525,11.815000000000001,0.315,1.5950000000000002,2800.0
4122800,2009,20090702.0,11.34,20.4,16.33,18.45,26.44,15.04,20.64,12.45,82.19,0.67,92.36,0.09,0.4,0.01,0.38,1.08,1.65,0.52,1.14,2.41,3.79,1.07,2.67,0.79,0.77,0.78,17.25,23.53,33.11,90.55,124.36,11.88,0.32,1.59,2400.0
4122800,2010,20100702.0,10.63,18.64,15.9,17.37,25.05,13.92,18.79,12.02,84.25,0.36,92.4,0.06,0.3,0.01,0.29,1.14,1.73,0.59,1.08,2.58,3.98,1.27,2.56,0.84,0.84,0.88,16.44,22.85,33.16,87.16,120.47,11.37,0.31,1.48,2800.0
4122800,2011,20110702.0,10.47,19.29,16.23,17.66,25.21,14.69,19.37,12.27,82.62,0.32,92.42,0.08,0.34,0.01,0.34,1.12,1.66,0.58,1.09,2.51,3.86,1.17,2.64,0.81,0.8,0.85,17.11,23.47,33.12,89.88,123.2,11.77,0.32,1.55,3300.0
4122800,2012,20120701.5,12.41,20.475,15.29,17.9,27.505,15.04,20.700000000000003,11.6,76.59,0.14500000000000002,92.405,0.09,0.37,0.01,0.35,1.1,1.6549999999999998,0.575,1.11,2.52,3.95,1.23,2.68,0.71,0.7,0.73,17.95,24.189999999999998,33.175,93.385,124.64500000000001,12.12,0.3,1.4,2000.0
4122800,2013,20130702.0,11.98,19.42,15.36,17.33,25.77,14.13,19.55,11.66,79.62,0.14,92.42,0.08,0.34,0.01,0.32,1.14,1.75,0.58,1.16,2.55,3.98,1.21,2.69,0.74,0.73,0.76,17.47,23.83,33.12,91.64,123.46,12.2,0.31,1.55,2700.0
4122800,2014,20140702.0,10.97,20.22,16.68,18.33,25.65,15.17,20.29,12.7,82.31,0.24,92.46,0.08,0.33,0.01,0.32,1.13,1.7,0.59,1.12,2.55,3.99,1.19,2.7,0.78,0.76,0.8,17.54,23.16,33.17,89.89,121.55,11.76,0.29,1.42,2788.0
4122800,2015,20150702.0,10.88,20.99,16.71,19.22,26.56,16.13,21.11,12.7,81.0,0.57,92.45,0.09,0.35,0.01,0.34,1.07,1.65,0.56,1.11,2.45,3.83,1.16,2.7,0.73,0.72,0.76,15.9,23.08,33.12,84.67,119.7,11.02,0.27,1.42,3382.0
4122800,2016,20160701.5,10.285,19.46,15.98,17.71,25.14,14.375,19.665,12.15,84.81,0.44,92.48,0.08499999999999999,0.355,0.01,0.345,1.09,1.745,0.55,1.19,2.41,3.9450000000000003,1.17,2.685,0.82,0.81,0.87,16.630000000000003,23.814999999999998,33.165,90.92,123.58000000000001,11.82,0.31,1.54,3200.0
4122800,2017,20170702.0,10.78,20.09,16.65,18.43,25.95,15.22,20.21,12.63,83.12,0.33,92.48,0.09,0.35,0.01,0.34,1.14,1.68,0.61,1.08,2.6,3.88,1.36,2.55,0.8,0.79,0.84,16.87,23.21,33.11,88.01,120.11,11.62,0.3,1.44,3800.0
4122909,2004,20040701.5,11.42,21.695,16.07,18.78,27.48,15.97,21.384999999999998,12.08,78.12,0.385,92.47,0.55,0.88,0.25,0.58,1.11,1.7,0.58,1.12,2.47,3.92,1.18,2.68,0.73,0.7,0.71,18.075000000000003,23.045,34.015,93.24000000000001,118.32499999999999,12.3,0.325,1.66,2700.0
4122909,2005,20050702.0,12.49,22.08,16.21,18.91,28.8,16.17,21.83,12.27,74.19,0.39,92.44,0.56,0.88,0.25,0.59,1.13,1.72,0.59,1.12,2.62,4.0,1.25,2.7,0.66,0.63,0.65,17.35,23.16,34.02,91.83,119.93,11.74,0.31,1.63,2100.0
4122909,2006,20060702.0,12.48,21.9,15.6,18.63,28.34,15.87,21.78,11.78,74.69,0.33,92.38,0.55,0.86,0.24,0.59,1.1,1.69,0.5,1.18,2.41,3.89,1.02,2.72,0.64,0.62,0.63,17.71,23.54,33.97,94.28,122.95,12.41,0.34,1.73,2700.0
4122909,2007,20070702.0,12.01,22.21,16.51,19.13,27.83,16.4,21.82,12.45,77.75,0.27,92.43,0.56,0.88,0.24,0.61,1.13,1.73,0.58,1.13,2.51,3.95,1.25,2.69,0.74,0.72,0.73,17.71,23.15,33.93,94.63,118.76,12.3,0.34,1.7,3000.0
4122909,2008,20080701.5,11.695,21.085,16.21,18.560000000000002,27.009999999999998,15.87,20.755000000000003,12.24,78.25,0.585,92.42,0.56,0.88,0.24,0.585,1.12,1.73,0.55,1.13,2.455,3.98,1.105,2.755,0.73,0.71,0.73,17.865000000000002,23.665,34.015,94.33500000000001,125.21000000000001,12.504999999999999,0.34,1.74,3200.0
4122909,2009,20090702.0,10.85,21.9,17.48,19.72,27.37,16.81,21.53,13.24,80.12,1.29,92.36,0.53,0.81,0.27,0.56,1.08,1.65,0.52,1.14,2.41,3.79,1.07,2.67,0.77,0.75,0.77,17.22,23.6,34.01,91.92,123.73,12.09,0.34,1.66,2726.0
4122909,2010,20100702.0,10.94,21.24,16.15,18.37,27.13,15.36,21.09,12.21,80.31,0.55,92.4,0.55,0.85,0.26,0.52,1.14,1.73,0.59,1.08,2.58,3.98,1.27,2.56,0.79,0.76,0.78,17.16,22.77,33.99,90.34,119.04,11.88,0.32,1.64,3100.0
4122909,2011,20110702.0,11.69,21.57,15.86,18.87,28.15,16.03,21.33,11.96,77.62,0.41,92.42,0.54,0.87,0.22,0.61,1.12,1.66,0.58,1.09,2.51,3.86,1.17,2.64,0.68,0.66,0.67,17.56,23.79,33.95,93.58,124.42,12.24,0.34,1.74,3595.0
4122909,2012,20120701.5,12.27,22.615000000000002,15.825,19.095,28.83,16.42,22.020000000000003,11.99,74.125,0.28,92.405,0.55,0.84,0.255,0.59,1.1,1.6549999999999998,0.575,1.11,2.52,3.95,1.23,2.68,0.65,0.62,0.63,18.43,24.064999999999998,34.035,96.11500000000001,126.125,12.71,0.34,1.7149999999999999,2934.0
4122909,2013,20130702.0,11.55,21.11,16.51,18.62,27.03,16.03,20.8,12.51,79.06,0.29,92.42,0.56,0.88,0.28,0.58,1.14,1.75,0.58,1.16,2.55,3.98,1.21,2.69,0.73,0.7,0.73,18.07,23.82,34.02,94.6,123.77,12.26,0.34,1.7,3000.0
4122909,2014,20140702.0,12.21,22.4,16.37,19.2,28.73,16.51,22.15,12.39,73.75,0.21,92.46,0.55,0.86,0.23,0.59,1.13,1.7,0.59,1.12,2.55,3.99,1.19,2.7,0.65,0.62,0.64,17.83,23.72,34.0,94.01,122.93,12.48,0.34,1.73,2231.0
4122909,2015,20150702.0,10.84,22.62,17.94,20.23,28.01,17.42,22.17,13.67,80.44,1.05,92.45,0.53,0.8,0.26,0.55,1.07,1.65,0.56,1.11,2.45,3.83,1.16,2.7,0.72,0.69,0.7,17.27,23.5,33.96,91.02,122.31,11.74,0.32,1.66,3000.0
4122909,2016,20160701.5,11.274999999999999,21.795,17.14,19.255,27.34,16.4,21.39,13.09,79.75,0.445,92.48,0.55,0.84,0.24,0.57,1.09,1.745,0.55,1.19,2.41,3.9450000000000003,1.17,2.685,0.81,0.79,0.82,18.245,23.975,34.025,96.255,124.905,12.76,0.345,1.755,2975.0
4122909,2017,20170702.0,11.07,21.85,16.98,19.15,27.84,16.41,21.51,12.94,80.19,0.3,92.48,0.56,0.8,0.29,0.53,1.14,1.68,0.61,1.08,2.6,3.88,1.36,2.55,0.77,0.73,0.75,17.87,23.92,34.01,92.52,124.45,12.11,0.34,1.71,3200.0
4123006,2004,20040701.5,11.41,19.44,15.7,17.509999999999998,25.68,14.195,19.53,11.9,82.19,0.575,92.47,0.09,0.365,0.01,0.35,1.11,1.7,0.58,1.12,2.47,3.92,1.18,2.68,0.8,0.8,0.85,18.265,23.465,33.455,94.115,120.85,12.01,0.32,1.5550000000000002,2603.0
4123006,2005,20050702.0,11.8,20.16,15.89,18.16,26.08,15.13,20.32,12.08,79.62,0.23,92.44,0.09,0.38,0.01,0.37,1.13,1.72,0.59,1.12,2.62,4.0,1.25,2.7,0.77,0.76,0.81,17.54,22.99,33.43,90.02,117.73,11.74,0.28,1.41,1760.0
4123006,2006,20060702.0,12.72,20.22,15.55,17.65,26.88,14.62,20.26,11.78,75.81,0.16,92.38,0.09,0.4,0.01,0.39,1.1,1.69,0.5,1.18,2.41,3.89,1.02,2.72,0.7,0.69,0.72,18.23,23.42,33.43,93.3,123.2,12.26,0.33,1.66,2000.0
