codigo_ibge,date,data,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
4116059,2018,20180702.0,6.81,25.58,19.15,21.98,27.76,20.92,24.29,14.22,73.88,0.28,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.73,0.72,0.71,17.21,23.12,33.45,90.03,121.87,11.56,0.3,1.47
4116059,2019,20190702.0,7.55,26.38,18.84,22.38,28.68,21.4,25.12,13.98,70.62,0.14,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.69,0.7,0.69,16.98,23.13,33.4,89.19,123.45,11.43,0.3,1.49
4116059,2020,20200701.5,9.09,26.674999999999997,17.17,21.244999999999997,29.555,20.51,25.195,12.51,65.94,0.04,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.65,0.66,0.66,19.18,22.755000000000003,33.45,100.49000000000001,118.45,12.61,0.335,1.65
4116109,2017,20170702.5,10.845,22.915,18.240000000000002,20.475,28.39,17.799999999999997,22.9,13.7,80.345,0.20500000000000002,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.74,0.72,0.73,17.34,23.615000000000002,33.650000000000006,89.935,123.62,11.55,0.315,1.5750000000000002
4116109,2018,20180702.0,10.77,22.66,18.49,20.68,28.51,17.62,22.64,13.85,78.62,0.17,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.73,0.7,0.71,17.15,23.42,33.72,91.52,122.44,12.0,0.32,1.57
4116109,2019,20190702.0,11.62,24.28,18.07,21.42,29.82,19.05,24.1,13.55,74.56,0.09,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.67,0.66,0.67,17.1,23.37,33.68,90.02,125.15,11.69,0.31,1.52
4116109,2020,20200701.5,13.975000000000001,24.915,16.23,20.085,31.095,17.884999999999998,24.240000000000002,11.99,65.405,0.02,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.61,0.62,0.64,19.05,22.685,33.739999999999995,98.64500000000001,117.005,12.594999999999999,0.35,1.76
4116307,2017,20170702.5,10.495000000000001,23.475,18.405,20.47,28.96,18.09,23.259999999999998,13.79,79.655,0.215,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.77,0.75,0.74,18.16,23.975,33.93,94.865,124.295,12.575,0.34,1.69
4116307,2018,20180702.0,11.15,23.19,18.36,20.83,29.35,18.28,23.02,13.79,76.94,0.09,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.76,0.73,0.73,17.64,23.7,33.99,93.34,124.05,12.48,0.33,1.63
4116307,2019,20190702.0,12.7,24.95,18.05,21.55,31.02,19.39,24.64,13.55,71.56,0.11,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.65,0.66,0.66,17.75,23.26,33.94,93.71,124.18,12.33,0.34,1.67
4116307,2020,20200701.5,13.84,24.585,16.295,20.075,31.255000000000003,17.805,24.16,12.115,66.41,0.04,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.62,0.64,0.64,19.64,23.28,34.015,103.45,122.735,13.370000000000001,0.38,1.9449999999999998
4116406,2017,20170702.5,10.495000000000001,23.475,18.405,20.47,28.96,18.09,23.259999999999998,13.79,79.655,0.215,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.77,0.75,0.74,18.57,24.13,34.2,100.015,126.09,13.0,0.36,1.8
4116406,2018,20180702.0,11.15,23.19,18.36,20.83,29.35,18.28,23.02,13.79,76.94,0.09,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.76,0.73,0.73,18.8,23.96,34.24,100.56,126.0,13.11,0.34,1.74
4116406,2019,20190702.0,12.7,24.95,18.05,21.55,31.02,19.39,24.64,13.55,71.56,0.11,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.65,0.66,0.66,18.68,23.77,34.2,99.95,125.9,12.94,0.37,1.84
4116406,2020,20200701.5,13.84,24.585,16.295,20.075,31.255000000000003,17.805,24.16,12.115,66.41,0.04,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.62,0.64,0.64,19.935,23.455,34.28,107.025,123.27,13.95,0.4,2.065
4116505,2017,20170702.5,11.36,23.39,18.29,20.545,29.314999999999998,17.885,23.21,13.73,79.0,0.305,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.66,0.62,0.64,18.14,23.82,33.93,94.865,124.18,12.315,0.33,1.645
4116505,2018,20180702.0,11.45,22.9,18.52,20.83,29.62,17.73,22.92,13.98,78.44,0.11,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.69,0.65,0.66,18.1,23.59,33.99,97.05,123.35,12.49,0.33,1.62
4116505,2019,20190702.0,13.2,24.87,18.03,21.54,31.15,19.45,24.77,13.43,71.62,0.12,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.55,0.55,0.55,17.71,23.19,33.94,94.55,124.02,12.41,0.34,1.7
4116505,2020,20200701.5,14.135000000000002,24.185000000000002,16.485,20.105,31.43,17.785,24.200000000000003,12.27,67.09,0.03,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.55,0.55,0.55,19.36,22.915,34.015,102.44,120.495,13.215,0.38,1.915
4116604,2017,20170702.5,10.605,21.604999999999997,17.134999999999998,19.259999999999998,27.16,16.26,21.57,13.06,81.69,0.245,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.73,0.7,0.71,18.02,24.04,33.93,95.02000000000001,124.45500000000001,12.515,0.34,1.705
4116604,2018,20180702.0,11.37,21.46,17.28,19.5,27.76,16.4,21.45,13.12,78.94,0.22,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.7,0.66,0.68,17.64,23.68,33.99,94.33,124.1,12.38,0.33,1.64
4116604,2019,20190702.0,12.34,23.22,17.0,20.44,29.14,17.5,22.99,12.94,75.25,0.21,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.61,0.61,0.62,17.92,23.33,33.94,94.09,124.29,12.27,0.34,1.73
4116604,2020,20200701.5,14.35,23.125,15.254999999999999,18.8,29.905,16.045,22.795,11.54,68.59,0.09,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.56,0.58,0.59,19.494999999999997,23.31,34.015,101.78,122.065,13.274999999999999,0.38,1.9449999999999998
4116703,2017,20170702.5,10.615,22.3,18.145,20.15,27.41,17.3,22.245,13.67,83.31,0.46499999999999997,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.79,0.77,0.78,17.34,23.615000000000002,33.650000000000006,89.935,123.62,11.55,0.315,1.5750000000000002
4116703,2018,20180702.0,10.58,22.12,18.52,20.48,27.65,17.23,22.23,13.92,81.31,0.33,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.77,0.74,0.75,17.15,23.42,33.72,91.52,122.44,12.0,0.32,1.57
4116703,2019,20190702.0,11.36,23.6,18.02,21.09,29.0,18.33,23.5,13.55,76.94,0.22,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.7,0.68,0.7,17.1,23.37,33.68,90.02,125.15,11.69,0.31,1.52
4116703,2020,20200701.5,13.96,23.91,16.235,19.72,30.439999999999998,17.09,23.575000000000003,12.08,68.69,0.06,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.65,0.65,0.66,19.05,22.685,33.739999999999995,98.64500000000001,117.005,12.594999999999999,0.35,1.76
4116802,2017,20170702.5,10.615,22.3,18.145,20.15,27.41,17.3,22.245,13.67,83.31,0.46499999999999997,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.75,0.73,0.76,17.53,23.799999999999997,33.655,90.56,123.41999999999999,11.870000000000001,0.32,1.565
4116802,2018,20180702.0,10.58,22.12,18.52,20.48,27.65,17.23,22.23,13.92,81.31,0.33,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.73,0.71,0.74,17.28,23.61,33.72,91.26,122.28,12.0,0.31,1.59
4116802,2019,20190702.0,11.36,23.6,18.02,21.09,29.0,18.33,23.5,13.55,76.94,0.22,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.7,0.67,0.71,17.04,23.24,33.67,90.66,123.21,11.67,0.31,1.59
4116802,2020,20200701.5,13.96,23.91,16.235,19.72,30.439999999999998,17.09,23.575000000000003,12.08,68.69,0.06,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.64,0.64,0.68,19.1,22.845,33.739999999999995,98.61,119.36500000000001,12.75,0.36,1.77
4116901,2017,20170702.5,10.615,22.3,18.145,20.15,27.41,17.3,22.245,13.67,83.31,0.46499999999999997,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.66,0.62,0.64,18.14,23.82,33.93,94.865,124.18,12.315,0.33,1.645
4116901,2018,20180702.0,10.58,22.12,18.52,20.48,27.65,17.23,22.23,13.92,81.31,0.33,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.69,0.65,0.66,18.1,23.59,33.99,97.05,123.35,12.49,0.33,1.62
4116901,2019,20190702.0,11.36,23.6,18.02,21.09,29.0,18.33,23.5,13.55,76.94,0.22,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.55,0.55,0.55,17.71,23.19,33.94,94.55,124.02,12.41,0.34,1.7
4116901,2020,20200701.5,13.96,23.91,16.235,19.72,30.439999999999998,17.09,23.575000000000003,12.08,68.69,0.06,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.55,0.55,0.55,19.36,22.915,34.015,102.44,120.495,13.215,0.38,1.915
4116950,2017,20170702.5,10.615,22.3,18.145,20.15,27.41,17.3,22.245,13.67,83.31,0.46499999999999997,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.8,0.79,0.84,16.965,23.365000000000002,33.365,88.92500000000001,121.265,11.469999999999999,0.305,1.53
4116950,2018,20180702.0,10.58,22.12,18.52,20.48,27.65,17.23,22.23,13.92,81.31,0.33,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.8,0.79,0.84,17.24,23.26,33.45,90.98,122.2,11.86,0.3,1.45
4116950,2019,20190702.0,11.36,23.6,18.02,21.09,29.0,18.33,23.5,13.55,76.94,0.22,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.76,0.74,0.8,16.81,23.31,33.4,88.03,123.7,11.45,0.3,1.47
4116950,2020,20200701.5,13.96,23.91,16.235,19.72,30.439999999999998,17.09,23.575000000000003,12.08,68.69,0.06,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.68,0.67,0.71,18.705,22.869999999999997,33.45,96.815,118.96000000000001,12.485,0.34,1.74
4117008,2017,20170702.5,10.615,22.3,18.145,20.15,27.41,17.3,22.245,13.67,83.31,0.46499999999999997,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.73,0.7,0.71,18.02,24.04,33.93,95.02000000000001,124.45500000000001,12.515,0.34,1.705
4117008,2018,20180702.0,10.58,22.12,18.52,20.48,27.65,17.23,22.23,13.92,81.31,0.33,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.7,0.66,0.68,17.64,23.68,33.99,94.33,124.1,12.38,0.33,1.64
4117008,2019,20190702.0,11.36,23.6,18.02,21.09,29.0,18.33,23.5,13.55,76.94,0.22,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.61,0.61,0.62,17.92,23.33,33.94,94.09,124.29,12.27,0.34,1.73
4117008,2020,20200701.5,13.96,23.91,16.235,19.72,30.439999999999998,17.09,23.575000000000003,12.08,68.69,0.06,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.56,0.58,0.59,19.494999999999997,23.31,34.015,101.78,122.065,13.274999999999999,0.38,1.9449999999999998
4117057,2017,20170702.5,10.615,22.3,18.145,20.15,27.41,17.3,22.245,13.67,83.31,0.46499999999999997,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.75,0.73,0.77,17.354999999999997,23.555,33.36,89.88499999999999,121.17500000000001,11.68,0.31,1.5950000000000002
4117057,2018,20180702.0,10.58,22.12,18.52,20.48,27.65,17.23,22.23,13.92,81.31,0.33,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.75,0.73,0.77,17.07,23.52,33.45,89.86,123.18,11.8,0.3,1.54
4117057,2019,20190702.0,11.36,23.6,18.02,21.09,29.0,18.33,23.5,13.55,76.94,0.22,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.72,0.7,0.74,16.79,23.36,33.4,87.48,123.98,11.59,0.3,1.51
4117057,2020,20200701.5,13.96,23.91,16.235,19.72,30.439999999999998,17.09,23.575000000000003,12.08,68.69,0.06,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.68,0.66,0.7,18.950000000000003,23.240000000000002,33.45,99.275,120.11500000000001,12.765,0.35,1.79
4117214,2017,20170702.5,10.615,22.3,18.145,20.15,27.41,17.3,22.245,13.67,83.31,0.46499999999999997,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.73,0.7,0.71,18.02,24.04,33.93,95.02000000000001,124.45500000000001,12.515,0.34,1.705
4117214,2018,20180702.0,10.58,22.12,18.52,20.48,27.65,17.23,22.23,13.92,81.31,0.33,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.7,0.66,0.68,17.64,23.68,33.99,94.33,124.1,12.38,0.33,1.64
4117214,2019,20190702.0,11.36,23.6,18.02,21.09,29.0,18.33,23.5,13.55,76.94,0.22,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.61,0.61,0.62,17.92,23.33,33.94,94.09,124.29,12.27,0.34,1.73
4117214,2020,20200701.5,13.96,23.91,16.235,19.72,30.439999999999998,17.09,23.575000000000003,12.08,68.69,0.06,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.56,0.58,0.59,19.494999999999997,23.31,34.015,101.78,122.065,13.274999999999999,0.38,1.9449999999999998
4117222,2017,20170702.5,10.305,22.65,17.875,20.07,28.025,17.625,22.54,13.37,81.19,0.435,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.77,0.75,0.74,17.34,23.615000000000002,33.650000000000006,89.935,123.62,11.55,0.315,1.5750000000000002
4117222,2018,20180702.0,10.43,22.48,18.35,20.54,27.9,17.48,22.37,13.79,80.0,0.27,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.77,0.74,0.73,17.15,23.42,33.72,91.52,122.44,12.0,0.32,1.57
4117222,2019,20190702.0,11.15,23.75,17.65,20.94,29.1,18.4,23.55,13.12,74.94,0.2,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.7,0.7,0.7,17.1,23.37,33.68,90.02,125.15,11.69,0.31,1.52
4117222,2020,20200701.5,13.525,24.055,16.064999999999998,19.630000000000003,30.5,17.365000000000002,23.505000000000003,11.9,68.22,0.04,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.65,0.66,0.66,19.05,22.685,33.739999999999995,98.64500000000001,117.005,12.594999999999999,0.35,1.76
4117255,2017,20170702.5,10.615,22.3,18.145,20.15,27.41,17.3,22.245,13.67,83.31,0.46499999999999997,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.74,0.73,0.77,16.965,23.365000000000002,33.365,88.92500000000001,121.265,11.469999999999999,0.305,1.53
4117255,2018,20180702.0,10.58,22.12,18.52,20.48,27.65,17.23,22.23,13.92,81.31,0.33,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.75,0.73,0.77,17.24,23.26,33.45,90.98,122.2,11.86,0.3,1.45
4117255,2019,20190702.0,11.36,23.6,18.02,21.09,29.0,18.33,23.5,13.55,76.94,0.22,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.72,0.7,0.74,16.81,23.31,33.4,88.03,123.7,11.45,0.3,1.47
4117255,2020,20200701.5,13.96,23.91,16.235,19.72,30.439999999999998,17.09,23.575000000000003,12.08,68.69,0.06,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.67,0.66,0.7,18.705,22.869999999999997,33.45,96.815,118.96000000000001,12.485,0.34,1.74
4117271,2017,20170702.5,9.36,20.6,16.6,18.58,25.380000000000003,15.97,20.775,12.73,82.845,0.575,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.75,0.73,0.75,17.585,23.85,33.655,90.225,122.84,11.975,0.32,1.59
4117271,2018,20180702.0,9.74,20.49,16.82,18.76,25.64,15.99,20.52,12.88,81.0,0.41,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.73,0.7,0.73,17.24,23.56,33.72,90.67,122.79,12.06,0.32,1.51
4117271,2019,20190702.0,9.95,21.65,16.87,19.69,26.56,17.12,21.72,12.94,79.12,0.31,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.7,0.69,0.71,17.22,23.22,33.67,90.7,123.08,11.94,0.32,1.62
4117271,2020,20200701.5,12.66,21.785,14.805,17.93,28.244999999999997,15.925,21.78,11.35,68.625,0.13,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.64,0.65,0.67,19.240000000000002,23.175,33.735,100.965,120.71000000000001,13.035,0.36,1.84
4117297,2017,20170702.5,10.05,21.305,16.89,19.145,26.32,16.275,21.314999999999998,12.91,81.94,0.32,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.68,0.64,0.65,18.16,23.975,33.93,94.865,124.295,12.575,0.34,1.69
4117297,2018,20180702.0,10.52,21.28,16.89,19.2,26.75,16.25,21.12,12.94,78.69,0.31,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.62,0.6,0.61,17.64,23.7,33.99,93.34,124.05,12.48,0.33,1.63
4117297,2019,20190702.0,11.21,22.6,16.96,20.11,27.62,17.58,22.42,13.0,75.75,0.24,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.59,0.57,0.58,17.75,23.26,33.94,93.71,124.18,12.33,0.34,1.67
4117297,2020,20200701.5,12.985,22.655,14.88,18.33,29.115000000000002,16.34,22.48,11.29,66.31,0.095,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.52,0.53,0.54,19.64,23.28,34.015,103.45,122.735,13.370000000000001,0.38,1.9449999999999998
4117305,2017,20170702.5,9.795,20.58,16.105,18.365000000000002,25.84,15.965,20.75,12.42,80.81,0.25,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.58,0.52,0.55,17.43,23.93,33.65,89.815,122.975,11.98,0.32,1.6150000000000002
4117305,2018,20180702.0,10.01,20.49,16.51,18.64,25.81,15.87,20.57,12.7,79.31,0.25,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.54,0.5,0.52,16.84,23.64,33.72,88.02,122.88,11.76,0.31,1.59
4117305,2019,20190702.0,10.8,21.76,16.03,19.52,27.03,17.01,21.82,12.33,75.12,0.23,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.5,0.48,0.49,16.95,23.3,33.67,88.7,123.24,11.7,0.32,1.66
4117305,2020,20200701.5,12.69,21.66,14.14,17.725,28.34,15.719999999999999,21.8,10.86,66.5,0.1,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.44,0.44,0.45,19.0,23.255,33.735,98.205,120.775,12.77,0.36,1.8450000000000002
4117404,2017,20170702.5,11.285,24.0,18.14,20.689999999999998,29.515,18.314999999999998,23.705,13.61,77.5,0.27,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.69,0.63,0.63,18.14,23.82,33.93,94.865,124.18,12.315,0.33,1.645
4117404,2018,20180702.0,11.41,23.95,17.97,20.94,29.81,18.15,23.58,13.37,75.38,0.15,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.68,0.62,0.62,18.1,23.59,33.99,97.05,123.35,12.49,0.33,1.62
4117404,2019,20190702.0,12.69,25.22,17.94,21.67,30.98,19.68,24.86,13.43,70.44,0.15,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.59,0.58,0.58,17.71,23.19,33.94,94.55,124.02,12.41,0.34,1.7
4117404,2020,20200701.5,14.285,25.509999999999998,16.005000000000003,20.08,31.835,18.175,24.795,11.78,62.97,0.045,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.55,0.56,0.57,19.36,22.915,34.015,102.44,120.495,13.215,0.38,1.915
4117453,2017,20170702.5,10.835,21.76,17.335,19.37,27.509999999999998,16.81,21.8,13.0,80.97,0.475,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.78,0.77,0.77,17.34,23.615000000000002,33.650000000000006,89.935,123.62,11.55,0.315,1.5750000000000002
4117453,2018,20180702.0,10.69,21.51,17.95,19.84,27.23,16.78,21.52,13.55,81.25,0.35,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.79,0.77,0.77,17.15,23.42,33.72,91.52,122.44,12.0,0.32,1.57
4117453,2019,20190702.0,11.28,22.62,17.31,20.25,28.37,17.28,22.5,13.0,77.31,0.21,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.72,0.72,0.72,17.1,23.37,33.68,90.02,125.15,11.69,0.31,1.52
4117453,2020,20200701.5,13.42,22.765,15.645,19.035,29.715,16.28,22.425,11.72,69.75,0.06,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.67,0.68,0.69,19.05,22.685,33.739999999999995,98.64500000000001,117.005,12.594999999999999,0.35,1.76
4117503,2017,20170702.5,10.18,22.91,17.945,20.244999999999997,28.15,17.755000000000003,22.795,13.55,80.09,0.21000000000000002,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.77,0.75,0.74,18.14,23.82,33.93,94.865,124.18,12.315,0.33,1.645
4117503,2018,20180702.0,11.05,22.93,18.03,20.36,28.63,17.64,22.71,13.61,76.88,0.14,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.73,0.73,0.72,18.1,23.59,33.99,97.05,123.35,12.49,0.33,1.62
4117503,2019,20190702.0,12.01,24.32,17.85,21.12,29.76,18.98,24.1,13.43,72.75,0.14,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.66,0.67,0.67,17.71,23.19,33.94,94.55,124.02,12.41,0.34,1.7
4117503,2020,20200701.5,13.89,24.845,15.805,19.634999999999998,30.955,17.715,24.08,11.84,64.5,0.05,96.36,0.11,0.41,0.02,0.4,2.16,3.45,1.07,2.275,3.91,5.725,1.7149999999999999,3.715,0.62,0.64,0.64,19.36,22.915,34.015,102.44,120.495,13.215,0.38,1.915
4117602,2017,20170702.5,9.245000000000001,17.270000000000003,14.125,15.785,22.34,12.844999999999999,17.310000000000002,11.379999999999999,85.0,0.55,96.41,0.09,0.35,0.01,0.34,2.23,3.425,1.32,2.1,4.09,5.52,2.375,3.04,0.74,0.73,0.79,15.934999999999999,23.48,33.06,81.045,119.815,10.594999999999999,0.29,1.455
4117602,2018,20180702.0,9.34,17.37,14.36,16.06,22.31,13.08,17.61,11.54,84.5,0.36,96.4,0.1,0.43,0.01,0.41,2.09,3.21,1.17,2.05,3.84,5.36,2.0,3.26,0.71,0.7,0.75,15.61,23.36,33.16,80.59,120.88,10.95,0.28,1.43
4117602,2019,20190702.0,9.38,17.75,14.74,16.32,22.89,13.41,17.88,11.78,84.81,0.49,96.38,0.09,0.37,0.01,0.35,2.12,3.35,1.15,2.21,3.84,5.59,1.93,3.52,0.71,0.7,0.76,15.54,23.46,33.11,79.88,122.15,10.59,0.28,1.42
