codigo_ibge,date,data,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,GWETTOP,GWETROOT,GWETPROF,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
4100103,2017,20170702.5,10.605,21.604999999999997,17.134999999999998,19.259999999999998,27.16,16.26,21.57,13.06,81.69,0.245,94.54,1.26,2.175,0.55,1.63,2.605,4.13,1.275,2.76,4.38,6.4,2.125,4.05,0.73,0.7,0.71,18.02,24.04,33.93,95.02000000000001,124.45500000000001,12.515,0.34,1.705
4100103,2018,20180702.0,11.37,21.46,17.28,19.5,27.76,16.4,21.45,13.12,78.94,0.22,94.51,1.13,2.06,0.48,1.57,2.36,3.82,1.1,2.71,3.98,6.2,1.62,4.25,0.7,0.66,0.68,17.64,23.68,33.99,94.33,124.1,12.38,0.33,1.64
4100103,2019,20190702.0,12.34,23.22,17.0,20.44,29.14,17.5,22.99,12.94,75.25,0.21,94.49,1.2,2.12,0.51,1.63,2.47,4.05,1.15,2.83,4.17,6.38,1.71,4.47,0.61,0.61,0.62,17.92,23.33,33.94,94.09,124.29,12.27,0.34,1.73
4100103,2020,20200701.5,14.35,23.125,15.254999999999999,18.8,29.905,16.045,22.795,11.54,68.59,0.09,94.475,1.23,2.19,0.53,1.6749999999999998,2.51,4.12,1.18,2.92,4.145,6.41,1.77,4.56,0.56,0.58,0.59,19.494999999999997,23.31,34.015,101.78,122.065,13.274999999999999,0.38,1.9449999999999998
4100459,2017,20170702.5,9.42,20.925,16.93,18.93,25.695,16.295,21.060000000000002,12.88,83.88,0.42000000000000004,94.21,0.02,0.21,0.0,0.21,0.95,1.5150000000000001,0.44,1.05,2.41,3.835,1.0550000000000002,2.7,0.75,0.73,0.77,17.53,23.799999999999997,33.655,90.56,123.41999999999999,11.870000000000001,0.32,1.565
4100459,2018,20180702.0,9.48,20.59,17.47,19.09,25.57,16.07,20.69,13.37,83.38,0.32,94.19,0.04,0.3,0.0,0.3,0.94,1.55,0.41,1.11,2.32,3.79,0.92,2.71,0.75,0.73,0.77,17.28,23.61,33.72,91.26,122.28,12.0,0.31,1.59
4100459,2019,20190702.0,9.78,21.71,17.2,19.86,26.72,17.3,21.81,13.12,80.31,0.37,94.18,0.03,0.23,0.0,0.23,0.94,1.55,0.41,1.08,2.36,3.87,0.96,2.74,0.72,0.7,0.73,17.04,23.24,33.67,90.66,123.21,11.67,0.31,1.59
4100459,2020,20200701.5,12.515,21.805,15.225000000000001,18.33,28.32,16.255,21.925,11.54,70.59,0.15,94.14,0.03,0.23,0.0,0.23,0.98,1.58,0.425,1.14,2.49,4.055,1.0150000000000001,2.955,0.67,0.66,0.7,19.1,22.845,33.739999999999995,98.61,119.36500000000001,12.75,0.36,1.77
4100509,2017,20170702.5,11.075,23.675,18.77,20.994999999999997,29.39,18.335,23.41,13.98,79.905,0.33,97.66,1.0550000000000002,1.73,0.61,1.14,2.4000000000000004,3.62,1.46,2.205,4.285,6.085,2.45,3.535,0.75,0.72,0.73,17.92,23.755000000000003,33.93,94.58,124.5,12.195,0.33,1.67
4100509,2018,20180702.0,10.98,23.54,19.05,21.18,29.34,18.23,23.18,14.16,78.75,0.3,97.66,1.01,1.65,0.55,1.12,2.27,3.4,1.3,2.19,4.09,5.91,2.01,3.71,0.74,0.71,0.71,17.93,23.79,33.99,95.24,123.35,12.46,0.33,1.66
4100509,2019,20190702.0,11.75,24.93,18.55,21.77,30.63,19.37,24.56,13.73,74.56,0.14,97.64,1.04,1.69,0.55,1.16,2.34,3.58,1.3,2.34,4.16,6.1,1.99,3.98,0.66,0.66,0.66,17.51,23.43,33.94,91.34,126.07,11.79,0.33,1.62
4100509,2020,20200701.5,14.035,24.98,16.95,20.52,31.83,18.08,24.585,12.51,67.56,0.04,97.61,1.045,1.755,0.55,1.18,2.31,3.65,1.2650000000000001,2.34,4.115,6.3,1.88,4.12,0.61,0.62,0.62,19.235,22.8,34.015,100.10499999999999,118.44,12.809999999999999,0.36,1.7850000000000001
4100608,2017,20170702.5,11.36,23.39,18.29,20.545,29.314999999999998,17.885,23.21,13.73,79.0,0.305,96.48,0.74,1.27,0.38,0.9,2.27,3.35,1.335,2.07,4.36,6.0,2.48,3.49,0.66,0.62,0.64,18.14,23.82,33.93,94.865,124.18,12.315,0.33,1.645
4100608,2018,20180702.0,11.45,22.9,18.52,20.83,29.62,17.73,22.92,13.98,78.44,0.11,96.47,0.72,1.24,0.36,0.91,2.12,3.24,1.13,2.11,4.1,6.03,1.97,3.77,0.69,0.65,0.66,18.1,23.59,33.99,97.05,123.35,12.49,0.33,1.62
4100608,2019,20190702.0,13.2,24.87,18.03,21.54,31.15,19.45,24.77,13.43,71.62,0.12,96.43,0.74,1.32,0.37,0.97,2.16,3.44,1.16,2.23,4.09,6.09,1.94,3.98,0.55,0.55,0.55,17.71,23.19,33.94,94.55,124.02,12.41,0.34,1.7
4100608,2020,20200701.5,14.135000000000002,24.185000000000002,16.485,20.105,31.43,17.785,24.200000000000003,12.27,67.09,0.03,96.42,0.77,1.34,0.38,0.98,2.23,3.4850000000000003,1.205,2.275,4.109999999999999,6.26,1.9049999999999998,4.18,0.55,0.55,0.55,19.36,22.915,34.015,102.44,120.495,13.215,0.38,1.915
4100707,2017,20170702.5,11.075,23.675,18.77,20.994999999999997,29.39,18.335,23.41,13.98,79.905,0.33,97.66,1.0550000000000002,1.73,0.61,1.14,2.4000000000000004,3.62,1.46,2.205,4.285,6.085,2.45,3.535,0.75,0.72,0.73,17.34,23.615000000000002,33.650000000000006,89.935,123.62,11.55,0.315,1.5750000000000002
4100707,2018,20180702.0,10.98,23.54,19.05,21.18,29.34,18.23,23.18,14.16,78.75,0.3,97.66,1.01,1.65,0.55,1.12,2.27,3.4,1.3,2.19,4.09,5.91,2.01,3.71,0.74,0.71,0.71,17.15,23.42,33.72,91.52,122.44,12.0,0.32,1.57
4100707,2019,20190702.0,11.75,24.93,18.55,21.77,30.63,19.37,24.56,13.73,74.56,0.14,97.64,1.04,1.69,0.55,1.16,2.34,3.58,1.3,2.34,4.16,6.1,1.99,3.98,0.66,0.66,0.66,17.1,23.37,33.68,90.02,125.15,11.69,0.31,1.52
4100707,2020,20200701.5,14.035,24.98,16.95,20.52,31.83,18.08,24.585,12.51,67.56,0.04,97.61,1.045,1.755,0.55,1.18,2.31,3.65,1.2650000000000001,2.34,4.115,6.3,1.88,4.12,0.61,0.62,0.62,19.05,22.685,33.739999999999995,98.64500000000001,117.005,12.594999999999999,0.35,1.76
4100806,2017,20170702.5,9.745000000000001,23.229999999999997,18.325,20.345,28.095,17.725,22.950000000000003,13.76,80.75,0.21,96.19,2.24,3.8049999999999997,0.91,2.8,3.365,5.305,1.68,3.57,5.05,7.53,2.525,4.66,0.77,0.75,0.74,18.57,24.13,34.2,100.015,126.09,13.0,0.36,1.8
4100806,2018,20180702.0,10.67,23.19,18.63,20.64,28.5,18.01,22.82,14.04,77.06,0.1,96.18,2.05,3.67,0.84,2.73,3.11,5.08,1.49,3.51,4.66,7.12,1.96,4.87,0.76,0.74,0.74,18.8,23.96,34.24,100.56,126.0,13.11,0.34,1.74
4100806,2019,20190702.0,12.02,25.01,17.94,21.55,30.16,19.19,24.5,13.49,72.25,0.12,96.14,2.09,3.66,0.84,2.78,3.17,5.12,1.38,3.66,4.79,7.44,1.93,5.21,0.64,0.66,0.66,18.68,23.77,34.2,99.95,125.9,12.94,0.37,1.84
4100806,2020,20200701.5,13.555,24.83,16.33,20.0,30.69,17.895000000000003,24.165,12.15,66.44,0.04,96.13,2.18,3.92,0.84,3.04,3.26,5.51,1.52,3.915,4.84,7.715,1.96,5.3,0.62,0.65,0.65,19.935,23.455,34.28,107.025,123.27,13.95,0.4,2.065
4101002,2017,20170702.5,9.915,21.35,16.9,19.26,26.4,16.93,21.35,12.7,80.41,0.445,95.75,0.19,0.34,0.09,0.25,1.21,1.7349999999999999,0.69,1.06,2.775,4.035,1.5150000000000001,2.44,0.74,0.72,0.75,16.965,23.365000000000002,33.365,88.92500000000001,121.265,11.469999999999999,0.305,1.53
4101002,2018,20180702.0,9.27,20.99,17.87,19.61,25.76,16.73,21.0,13.49,82.0,0.27,95.75,0.2,0.37,0.09,0.27,1.12,1.71,0.58,1.12,2.59,3.98,1.21,2.62,0.76,0.74,0.77,17.24,23.26,33.45,90.98,122.2,11.86,0.3,1.45
4101002,2019,20190702.0,10.41,21.88,17.01,19.63,27.06,16.97,22.01,12.76,77.94,0.24,95.71,0.2,0.36,0.09,0.26,1.18,1.73,0.63,1.11,2.68,3.98,1.32,2.62,0.71,0.69,0.72,16.81,23.31,33.4,88.03,123.7,11.45,0.3,1.47
4101002,2020,20200701.5,12.67,22.07,15.21,18.465,28.939999999999998,16.425,21.994999999999997,11.35,69.215,0.08499999999999999,95.7,0.2,0.38,0.09,0.295,1.23,1.88,0.63,1.23,2.815,4.19,1.32,2.785,0.66,0.65,0.68,18.705,22.869999999999997,33.45,96.815,118.96000000000001,12.485,0.34,1.74
4101051,2017,20170702.5,10.615,22.3,18.145,20.15,27.41,17.3,22.245,13.67,83.31,0.46499999999999997,96.26,1.16,2.16,0.56,1.66,2.16,3.47,1.27,2.23,3.74,5.34,2.05,3.145,0.79,0.77,0.78,17.34,23.615000000000002,33.650000000000006,89.935,123.62,11.55,0.315,1.5750000000000002
4101051,2018,20180702.0,10.58,22.12,18.52,20.48,27.65,17.23,22.23,13.92,81.31,0.33,96.24,1.1,2.05,0.51,1.57,2.09,3.23,1.06,2.21,3.57,5.17,1.62,3.47,0.77,0.74,0.75,17.15,23.42,33.72,91.52,122.44,12.0,0.32,1.57
4101051,2019,20190702.0,11.36,23.6,18.02,21.09,29.0,18.33,23.5,13.55,76.94,0.22,96.23,1.13,2.16,0.5,1.7,2.14,3.44,1.07,2.41,3.66,5.38,1.59,3.67,0.7,0.68,0.7,17.1,23.37,33.68,90.02,125.15,11.69,0.31,1.52
4101051,2020,20200701.5,13.96,23.91,16.235,19.72,30.439999999999998,17.09,23.575000000000003,12.08,68.69,0.06,96.195,1.16,2.23,0.49,1.76,2.1550000000000002,3.55,1.025,2.48,3.66,5.465,1.51,3.685,0.65,0.65,0.66,19.05,22.685,33.739999999999995,98.64500000000001,117.005,12.594999999999999,0.35,1.76
4101101,2017,20170702.5,10.785,22.93,17.965,20.259999999999998,28.23,17.314999999999998,22.94,13.43,79.75,0.255,95.9,1.775,3.07,0.73,2.27,2.9850000000000003,4.725,1.4449999999999998,3.16,4.715,7.085,2.2,4.43,0.74,0.72,0.73,18.02,24.04,33.93,95.02000000000001,124.45500000000001,12.515,0.34,1.705
4101101,2018,20180702.0,11.4,22.92,18.16,20.56,29.02,17.73,22.8,13.67,76.75,0.14,95.87,1.59,2.88,0.63,2.24,2.74,4.44,1.2,3.15,4.37,6.61,1.7,4.62,0.7,0.68,0.69,17.64,23.68,33.99,94.33,124.1,12.38,0.33,1.64
4101101,2019,20190702.0,13.04,24.69,17.51,21.34,30.43,18.97,24.36,13.12,71.12,0.1,95.84,1.69,3.02,0.66,2.3,2.8,4.55,1.24,3.23,4.42,6.95,1.7,4.78,0.62,0.63,0.65,17.92,23.33,33.94,94.09,124.29,12.27,0.34,1.73
4101101,2020,20200701.5,14.27,24.5,15.745000000000001,19.69,30.735,17.314999999999998,23.805,11.809999999999999,66.655,0.08,95.84,1.73,3.0949999999999998,0.7,2.41,2.91,4.755,1.32,3.505,4.54,7.05,1.88,5.09,0.595,0.62,0.62,19.494999999999997,23.31,34.015,101.78,122.065,13.274999999999999,0.38,1.9449999999999998
4101150,2017,20170702.5,10.495000000000001,23.475,18.405,20.47,28.96,18.09,23.259999999999998,13.79,79.655,0.215,96.305,1.32,2.18,0.62,1.58,2.795,4.21,1.55,2.7350000000000003,4.835,6.77,2.58,4.0,0.77,0.75,0.74,18.16,23.975,33.93,94.865,124.295,12.575,0.34,1.69
4101150,2018,20180702.0,11.15,23.19,18.36,20.83,29.35,18.28,23.02,13.79,76.94,0.09,96.28,1.2,2.09,0.56,1.52,2.61,4.05,1.34,2.69,4.5,6.5,2.15,4.17,0.76,0.73,0.73,17.64,23.7,33.99,93.34,124.05,12.48,0.33,1.63
4101150,2019,20190702.0,12.7,24.95,18.05,21.55,31.02,19.39,24.64,13.55,71.56,0.11,96.26,1.23,2.13,0.59,1.55,2.61,4.11,1.39,2.79,4.56,6.7,2.09,4.41,0.65,0.66,0.66,17.75,23.26,33.94,93.71,124.18,12.33,0.34,1.67
4101150,2020,20200701.5,13.84,24.585,16.295,20.075,31.255000000000003,17.805,24.16,12.115,66.41,0.04,96.245,1.3,2.26,0.62,1.66,2.73,4.37,1.43,2.99,4.575,6.965,2.035,4.59,0.62,0.64,0.64,19.64,23.28,34.015,103.45,122.735,13.370000000000001,0.38,1.9449999999999998
4101309,2017,20170702.5,10.94,18.8,14.61,16.865000000000002,25.09,13.955,18.855,11.41,80.91,0.53,92.09,1.32,2.18,0.62,1.58,1.225,1.81,0.73,1.1549999999999998,2.835,4.11,1.5350000000000001,2.605,0.63,0.56,0.58,15.65,23.61,33.36,82.47,121.235,10.945,0.3,1.4649999999999999
4101309,2018,20180702.0,10.8,19.02,14.97,17.11,25.26,14.41,19.06,11.6,79.94,0.65,92.05,1.2,2.09,0.56,1.52,1.18,1.79,0.65,1.2,2.71,4.02,1.38,2.72,0.62,0.55,0.58,15.74,23.53,33.45,82.71,122.5,11.01,0.29,1.45
4101309,2019,20190702.0,11.4,19.73,15.12,17.48,26.0,14.76,19.78,11.72,80.12,0.58,92.05,1.23,2.13,0.59,1.55,1.2,1.85,0.68,1.2,2.76,4.13,1.45,2.8,0.62,0.55,0.56,15.55,23.46,33.4,81.37,123.12,10.92,0.29,1.45
4101309,2020,20200701.5,12.785,18.9,13.65,16.310000000000002,26.384999999999998,13.879999999999999,18.995,10.62,74.94,0.305,92.055,1.3,2.26,0.62,1.66,1.22,1.95,0.61,1.34,2.7199999999999998,4.45,1.22,3.1550000000000002,0.585,0.52,0.54,17.5,22.965,33.45,91.39,118.945,11.915,0.325,1.59
4101408,2017,20170702.5,9.905000000000001,21.67,17.27,19.27,26.61,16.36,21.625,13.149999999999999,82.31,0.175,94.285,1.32,2.18,0.62,1.58,3.125,5.015,1.5550000000000002,3.44,4.84,7.11,2.52,4.1850000000000005,0.77,0.74,0.735,18.16,23.975,33.93,94.865,124.295,12.575,0.34,1.69
4101408,2018,20180702.0,10.84,21.57,17.41,19.42,27.25,16.53,21.44,13.24,78.69,0.14,94.26,1.2,2.09,0.56,1.52,2.84,4.67,1.34,3.26,4.48,6.57,1.95,4.34,0.73,0.71,0.71,17.64,23.7,33.99,93.34,124.05,12.48,0.33,1.63
4101408,2019,20190702.0,11.71,23.17,17.18,20.33,28.36,17.73,22.87,13.06,74.88,0.18,94.24,1.23,2.13,0.59,1.55,2.96,4.81,1.37,3.44,4.59,6.86,2.04,4.59,0.66,0.66,0.66,17.75,23.26,33.94,93.71,124.18,12.33,0.34,1.67
4101408,2020,20200701.5,13.615,23.51,15.23,18.755000000000003,29.585,16.29,22.799999999999997,11.54,66.91,0.06,94.21,1.3,2.26,0.62,1.66,3.05,5.03,1.41,3.66,4.66,7.02,2.09,4.74,0.61,0.63,0.63,19.64,23.28,34.015,103.45,122.735,13.370000000000001,0.38,1.9449999999999998
4101606,2017,20170702.5,11.09,20.655,15.855,18.205,26.67,15.655,20.72,12.08,78.78,0.245,93.12,1.32,2.18,0.62,1.58,1.4,2.03,0.81,1.17,3.04,4.425,1.64,2.74,0.62,0.52,0.53,15.73,23.765,33.65,84.805,123.73,11.235,0.32,1.605
4101606,2018,20180702.0,11.41,20.78,16.06,18.72,27.13,15.83,20.98,12.27,76.19,0.33,93.1,1.2,2.09,0.56,1.52,1.34,2.02,0.67,1.3,2.9,4.41,1.31,2.95,0.59,0.51,0.52,15.81,23.77,33.72,83.37,123.13,11.16,0.3,1.57
4101606,2019,20190702.0,12.05,21.94,15.79,19.39,28.12,16.55,22.09,12.15,74.5,0.29,93.09,1.23,2.13,0.59,1.55,1.35,2.09,0.65,1.38,2.98,4.53,1.23,3.2,0.55,0.48,0.5,16.13,23.39,33.67,84.8,121.75,11.09,0.3,1.59
4101606,2020,20200701.5,13.835,21.555,14.15,17.685000000000002,28.975,15.2,21.655,10.93,68.09,0.16,93.08,1.3,2.26,0.62,1.66,1.41,2.12,0.7,1.34,2.98,4.66,1.27,3.1950000000000003,0.48,0.46,0.48,17.65,23.235,33.735,91.965,120.83500000000001,11.88,0.34,1.73
4101655,2017,20170702.5,9.36,20.6,16.6,18.58,25.380000000000003,15.97,20.775,12.73,82.845,0.575,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.75,0.73,0.75,17.585,23.85,33.655,90.225,122.84,11.975,0.32,1.59
4101655,2018,20180702.0,9.74,20.49,16.82,18.76,25.64,15.99,20.52,12.88,81.0,0.41,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.73,0.7,0.73,17.24,23.56,33.72,90.67,122.79,12.06,0.32,1.51
4101655,2019,20190702.0,9.95,21.65,16.87,19.69,26.56,17.12,21.72,12.94,79.12,0.31,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.7,0.69,0.71,17.22,23.22,33.67,90.7,123.08,11.94,0.32,1.62
4101655,2020,20200701.5,12.66,21.785,14.805,17.93,28.244999999999997,15.925,21.78,11.35,68.625,0.13,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.64,0.65,0.67,19.240000000000002,23.175,33.735,100.965,120.71000000000001,13.035,0.36,1.84
4101705,2017,20170702.5,10.149999999999999,21.97,17.775,19.725,27.375,17.045,21.915,13.43,82.56,0.37,95.34,1.32,2.18,0.62,1.58,2.215,3.45,1.3,2.1900000000000004,3.95,5.41,2.275,3.075,0.76,0.73,0.74,18.14,23.82,33.93,94.865,124.18,12.315,0.33,1.645
4101705,2018,20180702.0,10.33,21.81,18.02,19.99,27.55,17.08,21.83,13.67,80.56,0.28,95.33,1.2,2.09,0.56,1.52,2.08,3.27,1.15,2.19,3.73,5.24,1.88,3.32,0.73,0.71,0.72,18.1,23.59,33.99,97.05,123.35,12.49,0.33,1.62
4101705,2019,20190702.0,11.34,23.26,17.94,20.68,28.68,18.26,23.19,13.61,76.56,0.19,95.3,1.23,2.13,0.59,1.55,2.13,3.45,1.11,2.34,3.75,5.42,1.75,3.45,0.66,0.65,0.67,17.71,23.19,33.94,94.55,124.02,12.41,0.34,1.7
4101705,2020,20200701.5,13.344999999999999,23.490000000000002,15.705,19.244999999999997,29.94,16.895000000000003,23.15,11.78,68.345,0.05,95.27,1.3,2.26,0.62,1.66,2.16,3.49,1.12,2.455,3.785,5.555,1.69,3.66,0.61,0.62,0.63,19.36,22.915,34.015,102.44,120.495,13.215,0.38,1.915
4101804,2017,20170702.5,9.815000000000001,18.814999999999998,14.65,16.65,24.015,13.879999999999999,18.33,11.440000000000001,84.22,1.1749999999999998,91.45,1.32,2.18,0.62,1.58,1.9849999999999999,2.97,1.21,1.81,3.35,4.595,2.12,2.5149999999999997,0.7,0.59,0.61,15.27,23.59,33.36,79.52000000000001,122.59,10.77,0.3,1.5150000000000001
4101804,2018,20180702.0,10.02,19.19,15.12,16.9,24.48,14.3,18.62,11.84,83.19,1.26,91.4,1.2,2.09,0.56,1.52,1.88,2.91,1.1,1.74,3.19,4.39,1.83,2.57,0.67,0.57,0.59,15.55,23.65,33.44,81.37,123.12,11.11,0.29,1.48
4101804,2019,20190702.0,10.26,19.44,15.49,17.32,24.99,14.76,18.96,12.02,82.81,1.17,91.4,1.23,2.13,0.59,1.55,1.99,2.89,1.15,1.74,3.3,4.48,1.95,2.55,0.68,0.57,0.59,15.22,23.52,33.39,80.17,124.2,10.75,0.29,1.49
4101804,2020,20200701.5,11.59,18.985,14.094999999999999,16.119999999999997,25.23,13.745000000000001,18.3,11.05,78.75,0.855,91.41,1.3,2.26,0.62,1.66,1.99,2.98,1.14,1.8849999999999998,3.23,4.58,1.79,2.815,0.6,0.52,0.54,17.275,23.085,33.45,90.19999999999999,119.555,11.45,0.33,1.665
4101853,2017,20170702.5,9.36,20.6,16.6,18.58,25.380000000000003,15.97,20.775,12.73,82.845,0.575,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.75,0.73,0.75,17.585,23.85,33.655,90.225,122.84,11.975,0.32,1.59
4101853,2018,20180702.0,9.74,20.49,16.82,18.76,25.64,15.99,20.52,12.88,81.0,0.41,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.73,0.7,0.73,17.24,23.56,33.72,90.67,122.79,12.06,0.32,1.51
4101853,2019,20190702.0,9.95,21.65,16.87,19.69,26.56,17.12,21.72,12.94,79.12,0.31,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.7,0.69,0.71,17.22,23.22,33.67,90.7,123.08,11.94,0.32,1.62
4101853,2020,20200701.5,12.66,21.785,14.805,17.93,28.244999999999997,15.925,21.78,11.35,68.625,0.13,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.64,0.65,0.67,19.240000000000002,23.175,33.735,100.965,120.71000000000001,13.035,0.36,1.84
4101903,2017,20170702.5,10.605,21.604999999999997,17.134999999999998,19.259999999999998,27.16,16.26,21.57,13.06,81.69,0.245,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.73,0.7,0.71,18.02,24.04,33.93,95.02000000000001,124.45500000000001,12.515,0.34,1.705
4101903,2018,20180702.0,11.37,21.46,17.28,19.5,27.76,16.4,21.45,13.12,78.94,0.22,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.7,0.66,0.68,17.64,23.68,33.99,94.33,124.1,12.38,0.33,1.64
4101903,2019,20190702.0,12.34,23.22,17.0,20.44,29.14,17.5,22.99,12.94,75.25,0.21,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.61,0.61,0.62,17.92,23.33,33.94,94.09,124.29,12.27,0.34,1.73
4101903,2020,20200701.5,14.35,23.125,15.254999999999999,18.8,29.905,16.045,22.795,11.54,68.59,0.09,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.56,0.58,0.59,19.494999999999997,23.31,34.015,101.78,122.065,13.274999999999999,0.38,1.9449999999999998
4102000,2017,20170702.5,10.605,21.604999999999997,17.134999999999998,19.259999999999998,27.16,16.26,21.57,13.06,81.69,0.245,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.77,0.75,0.74,17.34,23.615000000000002,33.650000000000006,89.935,123.62,11.55,0.315,1.5750000000000002
4102000,2018,20180702.0,11.37,21.46,17.28,19.5,27.76,16.4,21.45,13.12,78.94,0.22,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.77,0.74,0.73,17.15,23.42,33.72,91.52,122.44,12.0,0.32,1.57
4102000,2019,20190702.0,12.34,23.22,17.0,20.44,29.14,17.5,22.99,12.94,75.25,0.21,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.7,0.7,0.7,17.1,23.37,33.68,90.02,125.15,11.69,0.31,1.52
4102000,2020,20200701.5,14.35,23.125,15.254999999999999,18.8,29.905,16.045,22.795,11.54,68.59,0.09,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.65,0.66,0.66,19.05,22.685,33.739999999999995,98.64500000000001,117.005,12.594999999999999,0.35,1.76
4102109,2017,20170702.5,10.495000000000001,23.475,18.405,20.47,28.96,18.09,23.259999999999998,13.79,79.655,0.215,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.77,0.75,0.74,18.16,23.975,33.93,94.865,124.295,12.575,0.34,1.69
4102109,2018,20180702.0,11.15,23.19,18.36,20.83,29.35,18.28,23.02,13.79,76.94,0.09,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.76,0.73,0.73,17.64,23.7,33.99,93.34,124.05,12.48,0.33,1.63
4102109,2019,20190702.0,12.7,24.95,18.05,21.55,31.02,19.39,24.64,13.55,71.56,0.11,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.65,0.66,0.66,17.75,23.26,33.94,93.71,124.18,12.33,0.34,1.67
4102109,2020,20200701.5,13.84,24.585,16.295,20.075,31.255000000000003,17.805,24.16,12.115,66.41,0.04,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.62,0.64,0.64,19.64,23.28,34.015,103.45,122.735,13.370000000000001,0.38,1.9449999999999998
4102208,2017,20170702.5,10.495000000000001,23.475,18.405,20.47,28.96,18.09,23.259999999999998,13.79,79.655,0.215,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.77,0.75,0.74,18.14,23.82,33.93,94.865,124.18,12.315,0.33,1.645
4102208,2018,20180702.0,11.15,23.19,18.36,20.83,29.35,18.28,23.02,13.79,76.94,0.09,93.36,1.2,2.09,0.56,1.52,1.2,1.84,0.55,1.28,2.57,4.01,1.12,2.81,0.76,0.73,0.73,18.1,23.59,33.99,97.05,123.35,12.49,0.33,1.62
4102208,2019,20190702.0,12.7,24.95,18.05,21.55,31.02,19.39,24.64,13.55,71.56,0.11,93.35,1.23,2.13,0.59,1.55,1.2,1.83,0.56,1.26,2.59,4.05,1.16,2.84,0.65,0.66,0.66,17.71,23.19,33.94,94.55,124.02,12.41,0.34,1.7
4102208,2020,20200701.5,13.84,24.585,16.295,20.075,31.255000000000003,17.805,24.16,12.115,66.41,0.04,93.33,1.3,2.26,0.62,1.66,1.26,1.9449999999999998,0.5700000000000001,1.33,2.6950000000000003,4.225,1.11,2.975,0.62,0.64,0.64,19.36,22.915,34.015,102.44,120.495,13.215,0.38,1.915
4102307,2017,20170702.5,9.815000000000001,18.814999999999998,14.65,16.65,24.015,13.879999999999999,18.33,11.440000000000001,84.22,1.1749999999999998,93.39,1.32,2.18,0.62,1.58,1.2149999999999999,1.82,0.59,1.21,2.645,3.96,1.2349999999999999,2.68,0.7,0.59,0.61,15.27,23.59,33.36,79.52000000000001,122.59,10.77,0.3,1.5150000000000001
